ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_PRINTED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,PRINTED_WIDTH,PRINTED_HEIGHT,CORRECT_AMOUNT_PRINTED,STORAGE_TYPE,CUT_OPTION,Source Data
53424,,China Seas,,53424,SI-53424,9/15/2022,9/29/2022,,,9/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53425,,China Seas,,53425,SI-53425,9/15/2022,9/29/2022,,,9/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53437,,China Seas,,53437,SI-53437,9/16/2022,9/30/2022,,,9/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53441,,China Seas,,53441,SI-53441,9/16/2022,9/30/2022,,,9/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53453,,China Seas,,53453,SI-53453,9/19/2022,10/3/2022,,,10/3/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53462,,China Seas,,53462,SI-53462,9/20/2022,10/4/2022,,,10/4/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53473,,China Seas,,53473,SI-53473,9/21/2022,10/5/2022,,,10/5/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53482,,China Seas,,53482,SI-53482,9/22/2022,10/6/2022,,,10/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53515,,China Seas,,53515,SI-53515,9/27/2022,10/11/2022,,,10/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53532,,China Seas,,53532,SI-53532,9/29/2022,10/13/2022,,,10/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53542,,China Seas,,53542,SI-53542,9/29/2022,10/13/2022,,,10/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53574,,China Seas,,53574,SI-53574,10/4/2022,10/18/2022,,,10/18/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53600,,China Seas,,53600,SI-53600,10/6/2022,10/20/2022,,,10/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53602,,China Seas,,53602,SI-53602,10/6/2022,10/20/2022,,,10/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53608,,China Seas,,53608,SI-53608,10/6/2022,10/20/2022,,,10/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53614,,China Seas,,53614,SI-53614,10/7/2022,10/21/2022,,,10/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53617,,China Seas,,53617,SI-53617,10/7/2022,10/21/2022,,,10/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53630,,China Seas,,53630,SI-53630,10/10/2022,10/24/2022,,,10/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53681,,China Seas,,53681,SI-53681,10/17/2022,10/31/2022,,,10/31/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53706,,China Seas,,53706,SI-53706,10/19/2022,11/2/2022,,,11/2/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53707,,China Seas,,53707,SI-53707,10/19/2022,11/2/2022,,,11/2/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53717,,China Seas,,53717,SI-53717,10/20/2022,11/3/2022,,,11/3/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53743,,China Seas,,53743,SI-53743,10/24/2022,11/7/2022,,,11/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53749,,China Seas,,53749,SI-53749,10/25/2022,11/8/2022,,,11/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53776,,China Seas,,53776,SI-53776,10/27/2022,11/10/2022,,,11/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53777,,China Seas,,53777,SI-53777,10/27/2022,11/10/2022,,,11/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53778,,China Seas,,53778,SI-53778,10/27/2022,11/10/2022,,,11/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53780,,China Seas,,53780,SI-53780,10/27/2022,11/10/2022,,,11/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53786,,China Seas,,53786,SI-53786,10/28/2022,11/11/2022,,,11/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53800,,China Seas,,53800,SI-53800,11/1/2022,11/15/2022,,,11/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53813,,China Seas,,53813,SI-53813,11/3/2022,11/17/2022,,,11/17/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53821,,China Seas,,53821,SI-53821,11/4/2022,11/18/2022,,,11/18/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53822,,China Seas,,53822,SI-53822,11/4/2022,11/18/2022,,,11/18/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53823,,China Seas,,53823,SI-53823,11/4/2022,11/18/2022,,,11/18/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53832,,China Seas,,53832,SI-53832,11/7/2022,11/21/2022,,,11/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53833,,China Seas,,53833,SI-53833,11/7/2022,11/21/2022,,,11/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53834,,China Seas,,53834,SI-53834,11/7/2022,11/21/2022,,,11/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53847,,China Seas,,53847,SI-53847,11/9/2022,11/23/2022,,,11/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53865,,China Seas,,53865,SI-53865,11/14/2022,11/28/2022,,,11/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53871,,China Seas,,53871,SI-53871,11/15/2022,11/29/2022,,,11/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53872,,China Seas,,53872,SI-53872,11/15/2022,11/29/2022,,,11/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53881,,China Seas,,53881,SI-53881,11/16/2022,11/30/2022,,,11/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53882,,China Seas,,53882,SI-53882,11/16/2022,11/30/2022,,,11/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53885,,China Seas,,53885,SI-53885,11/16/2022,11/30/2022,,,11/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53890,,China Seas,,53890,SI-53890,11/17/2022,12/1/2022,,,12/1/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53891,,China Seas,,53891,SI-53891,11/17/2022,12/1/2022,,,12/1/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53893,,China Seas,,53893,SI-53893,11/17/2022,12/1/2022,,,12/1/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53907,,China Seas,,53907,SI-53907,11/18/2022,12/2/2022,,,12/2/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53908,,China Seas,,53908,SI-53908,11/18/2022,12/2/2022,,,12/2/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53934,,China Seas,,53934,SI-53934,11/23/2022,12/7/2022,,,12/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53935,,China Seas,,53935,SI-53935,11/23/2022,12/7/2022,,,12/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53936,,China Seas,,53936,SI-53936,11/23/2022,12/7/2022,,,12/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53954,,China Seas,,53954,SI-53954,11/25/2022,12/9/2022,,,12/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53955,,China Seas,,53955,SI-53955,11/25/2022,12/9/2022,,,12/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53957,,China Seas,,53957,SI-53957,11/25/2022,12/9/2022,,,12/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53958,,China Seas,,53958,SI-53958,11/25/2022,12/9/2022,,,12/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53985,,China Seas,,53985,SI-53985,11/29/2022,12/13/2022,,,12/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
53991,,China Seas,,53991,SI-53991,11/30/2022,12/14/2022,,,12/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54008,,China Seas,,54008,SI-54008,12/2/2022,12/16/2022,,,12/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54009,,China Seas,,54009,SI-54009,12/2/2022,12/16/2022,,,12/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54010,,China Seas,,54010,SI-54010,12/2/2022,12/16/2022,,,12/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54021,,China Seas,,54021,SI-54021,12/5/2022,12/19/2022,,,12/19/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54024,,China Seas,,54024,SI-54024,12/5/2022,12/19/2022,,,12/19/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54036,,China Seas,,54036,SI-54036,12/7/2022,12/21/2022,,,12/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54037,,China Seas,,54037,SI-54037,12/7/2022,12/21/2022,,,12/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54038,,China Seas,,54038,SI-54038,12/7/2022,12/21/2022,,,12/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54039,,China Seas,,54039,SI-54039,12/7/2022,12/21/2022,,,12/21/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54045,,China Seas,,54045,SI-54045,12/8/2022,12/22/2022,,,12/22/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54047,,China Seas,,54047,SI-54047,12/8/2022,12/22/2022,,,12/22/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54048,,China Seas,,54048,SI-54048,12/8/2022,12/22/2022,,,12/22/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54056,,China Seas,,54056,SI-54056,12/9/2022,12/23/2022,,,12/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54057,,China Seas,,54057,SI-54057,12/9/2022,12/23/2022,,,12/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54071,,China Seas,,54071,SI-54071,12/20/2022,1/3/2023,,,1/3/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54082,,China Seas,,54082,SI-54082,12/21/2022,1/4/2023,,,1/4/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54083,,China Seas,,54083,SI-54083,12/21/2022,1/4/2023,,,1/4/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54087,,China Seas,,54087,SI-54087,12/22/2022,1/5/2023,,,1/5/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54103,,China Seas,,54103,SI-54103,12/23/2022,1/6/2023,,,1/6/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54106,,China Seas,,54106,SI-54106,12/23/2022,1/6/2023,,,1/6/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54127,,China Seas,,54127,SI-54127,12/27/2022,1/10/2023,,,1/10/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54135,,China Seas,,54135,SI-54135,12/28/2022,1/11/2023,,,1/11/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54136,,China Seas,,54136,SI-54136,12/28/2022,1/11/2023,,,1/11/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54137,,China Seas,,54137,SI-54137,12/28/2022,1/11/2023,,,1/11/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54141,,China Seas,,54141,SI-54141,12/29/2022,1/12/2023,,,1/12/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54142,,China Seas,,54142,SI-54142,12/29/2022,1/12/2023,,,1/12/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54143,,China Seas,,54143,SI-54143,12/29/2022,1/12/2023,,,1/12/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54159,,China Seas,,54159,SI-54159,12/30/2022,1/13/2023,,,1/13/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54163,,China Seas,,54163,SI-54163,1/2/2023,1/16/2023,,,1/16/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54166,,China Seas,,54166,SI-54166,1/2/2023,1/16/2023,,,1/16/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54167,,China Seas,,54167,SI-54167,1/2/2023,1/16/2023,,,1/16/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54180,,China Seas,,54180,SI-54180,1/4/2023,1/18/2023,,,1/18/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54181,,China Seas,,54181,SI-54181,1/4/2023,1/18/2023,,,1/18/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54187,,China Seas,,54187,SI-54187,1/4/2023,1/18/2023,,,1/18/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54203,,China Seas,,54203,SI-54203,1/6/2023,1/20/2023,,,1/20/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54215,,China Seas,,54215,SI-54215,1/9/2023,1/23/2023,,,1/23/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54216,,China Seas,,54216,SI-54216,1/9/2023,1/23/2023,,,1/23/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54217,,China Seas,,54217,SI-54217,1/9/2023,1/23/2023,,,1/23/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54222,,China Seas,,54222,SI-54222,1/10/2023,1/24/2023,,,1/24/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54261,,China Seas,,54261,SI-54261,1/13/2023,1/27/2023,,,1/27/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54277,,China Seas,,54277,SI-54277,1/17/2023,1/31/2023,,,1/31/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54287,,China Seas,,54287,SI-54287,1/17/2023,1/31/2023,,,1/31/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54293,,China Seas,,54293,SI-54293,1/18/2023,2/1/2023,,,2/1/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54298,,China Seas,,54298,SI-54298,1/18/2023,2/1/2023,,,2/1/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54305,,China Seas,,54305,SI-54305,1/19/2023,2/2/2023,,,2/2/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54321,,China Seas,,54321,SI-54321,1/23/2023,2/6/2023,,,2/6/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54329,,China Seas,,54329,SI-54329,1/24/2023,2/7/2023,,,2/7/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54348,,China Seas,,54348,SI-54348,1/26/2023,2/9/2023,,,2/9/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54355,,China Seas,,54355,SI-54355,1/27/2023,2/10/2023,,,2/10/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54358,,China Seas,,54358,SI-54358,1/27/2023,2/10/2023,,,2/10/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
54368,,China Seas,,54368,SI-54368,1/30/2023,2/13/2023,,,2/13/2023,TubesP,Fabric Shipping Tubes,,Invoiced,APPROVED,1,,,1,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest
