ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,CORRECT_AMOUNT_PRINTED,PRINTED_WIDTH,PRINTED_HEIGHT,STORAGE_TYPE,CUT_OPTION,Source Data,Product Type,Memo Yield,Yield,Type Yards vs Fees,Act Print Date,Single Kit Order Number,All Kit Order Number,Kitted vs NOT Kitted,Schu Grounds,Category Customer MTO,Single Ground Price,Kit Ground Price,Kit Produced Income,Calc Yards Produced,Schu Ground Yards,Order-Line,Unit Price Ordered,Ground Direct No Print,Division,New Goods Flag,Holding to Invoice,Single Held to Invoice,New Goods,WIP,Machine Name,Manual Machine Name,Machine Name Combined
52404,,China Seas,,52404,SI-52404,5/23/2022,6/6/2022,,,6/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44718,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52404-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52429,,China Seas,,52429,SI-52429,5/25/2022,6/8/2022,,,6/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44720,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52429-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52435,,China Seas,,52435,SI-52435,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44721,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52435-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52438,,Quadrille Inc.,,52438,SI-52438,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44721,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52438-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52442,,China Seas,,52442,SI-52442,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44721,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52442-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52443,,China Seas,,52443,SI-52443,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44721,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52443-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52453,,Quadrille Inc.,,52453,SI-52453,5/27/2022,6/10/2022,,,6/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44722,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52453-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52474,,China Seas,,52474,SI-52474,5/30/2022,6/13/2022,,,6/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44725,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52474-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52476,,China Seas,,52476,SI-52476,5/30/2022,6/13/2022,,,6/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44725,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52476-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52483,,China Seas,,52483,SI-52483,5/31/2022,6/14/2022,,,6/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44726,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52483-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52484,,China Seas,,52484,SI-52484,5/31/2022,6/14/2022,,,6/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44726,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52484-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52494,,Quadrille Inc.,,52494,SI-52494,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44727,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52494-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52496,,China Seas,,52496,SI-52496,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44727,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52496-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52498,,China Seas,,52498,SI-52498,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44727,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52498-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52507,,Quadrille Inc.,,52507,SI-52507,6/2/2022,6/16/2022,,,6/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44728,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52507-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52511,,China Seas,,52511,SI-52511,6/2/2022,6/16/2022,,,6/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44728,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52511-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52522,,China Seas,,52522,SI-52522,6/3/2022,6/17/2022,,,6/17/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44729,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52522-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52535,,China Seas,,52535,SI-52535,6/6/2022,6/20/2022,,,6/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44732,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52535-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52536,,China Seas,,52536,SI-52536,6/6/2022,6/20/2022,,,6/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44732,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52536-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52576,,Quadrille Inc.,,52576,SI-52576,6/9/2022,6/23/2022,,,6/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44735,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52576-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52579,,China Seas,,52579,SI-52579,6/9/2022,6/23/2022,,,6/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44735,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52579-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52592,,China Seas,,52592,SI-52592,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44736,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52592-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52594,,China Seas,,52594,SI-52594,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44736,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52594-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52601,,Quadrille Inc.,,52601,SI-52601,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44736,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52601-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52617,,China Seas,,52617,SI-52617,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44740,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52617-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52618,,China Seas,,52618,SI-52618,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44740,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52618-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52620,,China Seas,,52620,SI-52620,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44740,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52620-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52627,,Quadrille Inc.,,52627,SI-52627,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44741,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52627-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52628,,China Seas,,52628,SI-52628,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44741,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52628-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52629,,China Seas,,52629,SI-52629,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44741,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52629-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52631,,China Seas,,52631,SI-52631,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44741,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52631-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52638,,China Seas,,52638,SI-52638,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44741,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52638-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52640,,Quadrille Inc.,,52640,SI-52640,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52640-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52641,,Quadrille Inc.,,52641,SI-52641,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52641-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52644,,China Seas,,52644,SI-52644,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52644-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52646,,Quadrille Inc.,,52646,SI-52646,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52646-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52649,,China Seas,,52649,SI-52649,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52649-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52651,,China Seas,,52651,SI-52651,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44742,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52651-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52661,,China Seas,,52661,SI-52661,6/17/2022,7/1/2022,,,7/1/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44743,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52661-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52678,,Quadrille Inc.,,52678,SI-52678,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52678-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52680,,Quadrille Inc.,,52680,SI-52680,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52680-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52682,,China Seas,,52682,SI-52682,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52682-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52684,,China Seas,,52684,SI-52684,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52684-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52685,,China Seas,,52685,SI-52685,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52685-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52686,,China Seas,,52686,SI-52686,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44748,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52686-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52691,,Quadrille Inc.,,52691,SI-52691,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44749,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52691-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52692,,China Seas,,52692,SI-52692,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44749,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52692-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52693,,China Seas,,52693,SI-52693,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44749,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52693-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52699,,China Seas,,52699,SI-52699,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44749,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52699-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52710,,China Seas,,52710,SI-52710,6/24/2022,7/8/2022,,,7/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44750,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52710-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52711,,China Seas,,52711,SI-52711,6/24/2022,7/8/2022,,,7/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44750,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52711-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52717,,Quadrille Inc.,,52717,SI-52717,6/27/2022,7/11/2022,,,7/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44753,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52717-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52719,,Quadrille Inc.,,52719,SI-52719,6/27/2022,7/11/2022,,,7/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44753,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52719-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52731,,Quadrille Inc.,,52731,SI-52731,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52731-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52732,,Quadrille Inc.,,52732,SI-52732,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52732-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52734,,China Seas,,52734,SI-52734,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52734-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52735,,China Seas,,52735,SI-52735,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52735-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52736,,China Seas,,52736,SI-52736,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52736-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52737,,China Seas,,52737,SI-52737,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44754,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52737-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52749,,China Seas,,52749,SI-52749,6/29/2022,7/13/2022,,,7/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44755,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52749-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52756,,China Seas,,52756,SI-52756,6/30/2022,7/14/2022,,,7/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44756,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52756-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52757,,China Seas,,52757,SI-52757,6/30/2022,7/14/2022,,,7/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44756,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52757-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52763,,Quadrille Inc.,,52763,SI-52763,6/30/2022,7/14/2022,,,7/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44756,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52763-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52766,,China Seas,,52766,SI-52766,6/30/2022,7/14/2022,,,7/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44756,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52766-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
52772,,China Seas,,52772,SI-52772,7/1/2022,7/15/2022,,,7/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,,,Everest,Shipping Fees,,1,Fees,44757,,,NOT Kitted,,Shipping Fees,0,0,0,0,,52772-,2.95,0,Screen Print,,DONE,WIP,Other,DONE,,,
