ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,CORRECT_AMOUNT_PRINTED,PRINTED_WIDTH,PRINTED_HEIGHT,STORAGE_TYPE,CUT_OPTION,Source Data,Product Type,Memo Yield,Yield,Type Yards vs Fees,Act Print Date,Single Kit Order Number,All Kit Order Number,Kitted vs NOT Kitted,Schu Grounds,Category Customer MTO,Single Ground Price,Kit Ground Price,Kit Produced Income,Calc Yards Produced,Schu Ground Yards,Order-Line,Unit Price Ordered,Ground Direct No Print,Division,New Goods Flag,Holding to Invoice,Single Held to Invoice,New Goods,WIP,Machine Name,Manual Machine Name,Machine Name Combined
F0009158,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2012959,INV11065,6/18/2025,11/22/2025,,11/29/2025,12/2/2025,5017760,In Dreams (PERSIMMON),PNW5004719 Mandarin,Invoiced,Approved,100,100,0,72,72,27.5,2750,2750,0,1980,YD,100,72,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45983,,F0009158,Kitted,,Grass,0,7,-700,100,,F0009158-1,27.5,0,Screen Print,,DONE,DONE,New Goods,DONE,1 Table,,1 Table
F0012989,1,China Seas,Contract,PO066330,INV11809,12/15/2025,1/10/2026,2/2/2026,1/15/2026,1/15/2026,AC712-04,Mojave One Color Reverse,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,18,450,450,0,450,YD,25,25,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46032,,,NOT Kitted,,Fabric,0,0,0,25,,F0012989-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009790,1,F. SCHUMACHER & CO. CUSTOM MTO,MTO,SPO2022884,INV9083,7/17/2025,8/22/2025,8/2/2025,8/22/2025,8/22/2025,50198-OTF,OTTOMAN FLOWERS (850198-OTF) MINERAL,PNW5010857 Mineral,Invoiced,Approved,1,1,0,1,1,150,150,150,0,150,YD,1,1,,,,,,,,,,,Screen Print,,,,,,,Strike-off,,1,Yards,45891,,,NOT Kitted,,Strike-off,0,0,0,1,,F0009790-1,150,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0008271,1,F. SCHUMACHER & CO - HUB,Hub,PO2018849,INV9302,5/15/2025,9/5/2025,8/1/2025,9/5/2025,9/5/2025,5004707,KABE SISAL,PNW5004707 Nile,Invoiced,Approved,600,600,0,600,600,7,4200,4200,0,4200,YD,600,600,,,,,,,,,,,Screen Print,,,,,,,Grounds,,1,Ground,45905,,,NOT Kitted,Schu Grounds,Grounds,7,7,0,600,Yards,F0008271-1,7,600,Screen Print,,DONE,DONE,Other,DONE,,,
F0013018,1,F. SCHUMACHER & CO - HUB,Hub,PO2033943,INV12649,12/16/2025,2/13/2026,2/3/2026,2/20/2026,2/20/2026,5006073,Feather Bloom,PNW5004721 Plum,Invoiced,Approved,100,100,0,120,120,20.5,2050,2050,0,2460,YD,100,120,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46066,,F0013018,Kitted,,Grass,0,7,-700,100,,F0013018-1,20.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011031,1,Quadrille Inc.,Contract,PO065961,INV10017,9/17/2025,10/7/2025,10/29/2025,10/10/2025,10/10/2025,8080-07,LOCKAN,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20,500,500,0,500,YD,25,25,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45937,,,NOT Kitted,,Fabric,0,0,0,25,,F0011031-1,20,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0011771,1,Meg Braff Designs,Contract,PO554,INV10927,10/15/2025,11/5/2025,11/26/2025,11/20/2025,11/20/2025,UAT-202-F,Up A Tree,PARMadden Oyster PFP,Invoiced,Approved,13,14,0,13,13,37,481,518,0,481,YD,14,13,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45966,,,NOT Kitted,,Fabric,0,0,0,14,,F0011771-1,37,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011190,1,F. SCHUMACHER & CO - HUB,Hub,PO2027646,INV12245,9/24/2025,1/21/2026,11/4/2025,1/31/2026,1/31/2026,5006090,Hothouse Flowers Sisal,PNW5004700 Silver,Invoiced,Approved,600,85,0,440,440,15.5,9300,1318,0,6820,YD,600,440,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46043,,F0011190,Kitted,,Grass,0,7,-595,85,,F0011190-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011190,1,F. SCHUMACHER & CO - HUB,Hub,PO2027646,INV12245,9/24/2025,1/20/2026,11/4/2025,1/31/2026,1/31/2026,5006090,Hothouse Flowers Sisal,PNW5004700 Silver,Invoiced,Approved,600,400,0,440,440,15.5,9300,6200,0,6820,YD,600,440,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46042,,F0011190,Kitted,,Grass,0,7,-2800,400,,F0011190-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0012199,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2030210,INV12050,10/30/2025,1/13/2026,12/31/2025,1/24/2026,1/24/2026,5018401,BARTON'S EAGLE HAND PRINT 5018401 (YELLOW),"PARCPG7100 30"" 500Y",Invoiced,Approved,100,100,0,72,72,9.1,910,910,0,655.2,YD,100,72,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,46035,,,NOT Kitted,,Paper,0,0,0,100,,F0012199-1,9.1,0,Screen Print,,DONE,DONE,New Goods,DONE,1 Table,,1 Table
F0012382,1,F. SCHUMACHER & CO - HUB,Hub,PO2031697,INV12406,11/10/2025,1/28/2026,12/22/2025,2/6/2026,2/6/2026,5008211,OTTOMAN FLOWER SISAL,PNW5004707 Nile,Invoiced,Approved,300,234,0,192,192,15.5,4650,3627,0,2976,YD,300,192,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46050,,F0012382,Kitted,,Grass,0,7,-1638,234,,F0012382-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0012382,1,F. SCHUMACHER & CO - HUB,Hub,PO2031697,INV12406,11/10/2025,1/27/2026,12/22/2025,2/6/2026,2/6/2026,5008211,OTTOMAN FLOWER SISAL,PNW5004707 Nile,Invoiced,Approved,300,75,0,192,192,15.5,4650,1162,0,2976,YD,300,192,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46049,,F0012382,Kitted,,Grass,0,7,-525,75,,F0012382-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011579,1,China Seas,Contract,PO066044,INV10339,10/8/2025,10/21/2025,11/18/2025,10/24/2025,10/24/2025,3135W-26AWP,FOLIAGE REVERSE WP,"PARCPG7113 30"" 500Y",Invoiced,Approved,90,108,0,90,90,6.3,567,680,0,567,YD,108,90,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45951,,,NOT Kitted,,Paper,0,0,0,108,,F0011579-1,6.3,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0012243,1,F. SCHUMACHER & CO - HUB,Hub,PO2021284-1,INV11337,11/3/2025,12/12/2025,,12/12/2025,12/12/2025,5004702,KABE SISAL,PNW5004702 Driftwood,Invoiced,Approved,568,96,0,96,96,7,3976,672,0,672,YD,568,96,,,,,,,,,,,Screen Print,,,,,,,Grounds,,1,Ground,46003,,,NOT Kitted,Schu Grounds,Grounds,7,7,0,96,Yards,F0012243-1,7,96,Screen Print,,DONE,DONE,Other,DONE,,,
F0011072,1,China Seas,Contract,PO065973,INV10216,9/19/2025,10/18/2025,10/31/2025,10/18/2025,10/18/2025,6021W-00,LYFORD TRELLIS,"PARCPG7100 30"" 500Y",Invoiced,Approved,90,108,0,90,90,6.2,558,670,0,558,YD,108,90,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45948,,,NOT Kitted,,Paper,0,0,0,108,,F0011072-1,6.2,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0010942,1,Quadrille Inc.,Contract,PO065928,INV10342,9/12/2025,10/23/2025,10/24/2025,10/24/2025,10/24/2025,HC2000G-CSTMG,Argentine,QUATAJ Ecru,Invoiced,Approved,36,42,0,36,36,23,828,966,0,828,YD,42,36,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45953,,,NOT Kitted,,Fabric,0,0,0,42,,F0010942-1,23,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0012847,1,Cowtan and Tout,Contract,70936,INV12466,12/8/2025,2/7/2026,1/23/2026,2/13/2026,2/13/2026,20499-04,Welwyn,"PARCPG7100 30"" 500Y",Invoiced,Approved,120,120,0,120,120,9.1,1092,1092,0,1092,YD,120,120,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,46060,,,NOT Kitted,,Paper,0,0,0,120,,F0012847-1,9.1,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011663,1,F. SCHUMACHER & CO - HUB,Hub,PO2029365,INV12850,10/13/2025,2/28/2026,11/24/2025,2/28/2026,2/28/2026,5004700,KABE SISAL,PNW5004700 Silver,Invoiced,Approved,1600,1600,0,1608,1608,7,11200,11200,0,11256,YD,1600,1608,,,,,,,,,,,Screen Print,,,,,,,Grounds,,1,Ground,46081,,,NOT Kitted,Schu Grounds,Grounds,7,7,0,1600,Yards,F0011663-1,7,1600,Screen Print,,DONE,DONE,Other,DONE,,,
F0009530,1,F. SCHUMACHER & CO - HUB,Hub,PO2022818,INV9976,7/11/2025,10/6/2025,8/22/2025,10/9/2025,10/9/2025,5012301,WOODLAND LEOPARD SISAL COLOR,PNW5004713 Water Blue,Invoiced,Approved,600,600,0,600,600,16.5,9900,9900,0,9900,YD,600,600,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45936,,F0009530,Kitted,,Grass,0,7,-4200,600,,F0009530-1,16.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0012854,1,F. SCHUMACHER & CO - HUB,Hub,PO2033537,INV12247,12/8/2025,1/22/2026,1/26/2026,1/31/2026,1/31/2026,5016732,BEVELED FRAME,PNW5004729 Flax,Invoiced,Approved,100,129,0,64,64,17.5,1750,2258,0,1120,YD,100,64,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46044,,F0012854,Kitted,,Grass,0,7,-903,129,,F0012854-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0013750,1,China Seas,Contract,PO066498,INV12682,1/27/2026,2/19/2026,3/10/2026,2/20/2026,2/20/2026,AC305-39,Zig Zag Large Scalte,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,18,450,450,0,450,YD,25,25,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46072,,,NOT Kitted,,Fabric,0,0,0,25,,F0013750-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0013830,1,F. SCHUMACHER & CO - NEW GOODS,Hub,2011856-1,INV12339,1/31/2026,1/31/2026,2/6/2026,2/6/2026,2/6/2026,5006079,Feather Bloom,PNW5004717 Seaglass,Invoiced,Approved,100,107,0,104,104,22.5,2250,2408,0,2340,YD,104,104,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46053,,F0013830,Kitted,,Grass,0,7,-749,107,,F0013830-1,22.5,0,Screen Print,,DONE,DONE,New Goods,DONE,1 Table,,1 Table
F0010277,1,Tillett Textiles,MTO,TILPO2024560,INV10259,8/5/2025,10/22/2025,9/12/2025,10/22/2025,10/24/2025,SKO-TT8525-JDY,JACKIE'S DAISY,PARFrench Twill (White),Invoiced,Approved,1,1,0,1,1,150,150,150,0,150,YD,1,1,,,,,,,,,,,Screen Print,,,,,,,Strike-off,,1,Yards,45952,,,NOT Kitted,,Strike-off,0,0,0,1,,F0010277-1,150,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0013753,1,China Seas,Contract,PO066486,INV12889,1/27/2026,2/6/2026,2/24/2026,3/4/2026,3/4/2026,4080-05,TEXTURA 4080-05 (CAMEL ON TINTED),QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,18,450,450,0,450,YD,25,25,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46059,,,NOT Kitted,,Fabric,0,0,0,25,,F0013753-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0008779,1,F. SCHUMACHER & CO - HUB,Hub,PO2020644,INV9195,6/3/2025,8/28/2025,,8/28/2025,8/28/2025,5002197,ONNA SISAL,PNW5002197 (Ivory),Invoiced,Approved,480,480,0,480,480,13.06,6268.8,6269,0,3360,YD,480,480,,,,,,,,,,,Screen Print,,,,,,,SCHUMACHER PROC,,1,Ground,45897,,F0008779,Kitted,Schu Grounds,SCHUMACHER PROC,5.9,7,3360,0,,F0008779-1,13.06,0,Procurement,,DONE,DONE,Other,DONE,,,
F0011150,1,China Seas,Contract,PO065942,INV10167,9/23/2025,10/16/2025,11/4/2025,10/17/2025,10/17/2025,2020-06AWP,BALI HAI 2020-06AWP (RED),"PARCPG7101 30"" 500Y",Invoiced,Approved,90,108,0,90,90,9.25,832.5,999,0,832.5,YD,108,90,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45946,,,NOT Kitted,,Paper,0,0,0,108,,F0011150-1,9.25,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011661,1,F. SCHUMACHER & CO - HUB,Hub,PO2029382,INV11210,10/13/2025,12/6/2025,11/24/2025,12/6/2025,12/6/2025,5016710,RIVET STRIPE,PNW5004706 Cornflower,Invoiced,Approved,500,255,0,200,200,15.5,7750,3952,0,3100,YD,500,200,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45997,,F0011661,Kitted,,Grass,0,7,-1785,255,,F0011661-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009970,1,Quadrille Inc.,Contract,PO065704,INV9444,7/25/2025,9/12/2025,9/4/2025,9/12/2025,9/12/2025,HC1980I-01IV,Isfahan,QUATAJ Ivory,Invoiced,Approved,25,25,0,50,50,22,550,550,0,1100,YD,25,50,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45912,,,NOT Kitted,,Fabric,0,0,0,25,,F0009970-1,22,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009176,1,F. SCHUMACHER & CO - HUB,Hub,PO2021578,INV9786,6/19/2025,9/22/2025,7/28/2025,9/27/2025,9/27/2025,5009781,CHRYSANTHEMUM SISAL COLOR,PNW5004716 Ivory,Invoiced,Approved,275,280,0,280,280,15.5,4262.5,4340,0,4340,YD,280,280,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45922,,F0009176,Kitted,,Grass,0,7,-1960,280,,F0009176-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011442,1,China Seas,Contract,PO066015,INV10034,10/3/2025,10/9/2025,11/12/2025,10/10/2025,10/10/2025,2485WP-12,SIGOURNEY REV SMALL 2485WP-12 (NEW BLUE ON WHITE)',"PARCPG7100 30"" 500Y",Invoiced,Approved,180,216,0,180,180,5.2,936,1123,0,936,YD,108,90,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45939,,,NOT Kitted,,Paper,0,0,0,216,,F0011442-1,5.2,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009398,1,China Seas,Contract,PO065597,INV9712,7/7/2025,9/24/2025,8/7/2025,9/25/2025,9/25/2025,6015-CSTPINK,LYFORD BACKGROUND 6015-CSTPINK,QUACotton Sateen,Invoiced,Approved,50,52,0,50,50,20,1000,1040,0,1000,YD,52,50,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45924,,,NOT Kitted,,Fabric,0,0,0,52,,F0009398-1,20,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0007623,1,F. SCHUMACHER & CO - HUB,Hub,PO2016947,INV9871,4/16/2025,9/30/2025,5/26/2025,10/2/2025,10/2/2025,5016730,BEVELED FRAME,PNW5004706 Cornflower,Invoiced,Approved,300,184,0,296,296,15.5,4650,2852,0,4588,YD,328,296,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45930,,F0007623,Kitted,,Grass,0,7,-1288,184,,F0007623-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0007623,1,F. SCHUMACHER & CO - HUB,Hub,PO2016947,INV9871,4/16/2025,9/19/2025,5/26/2025,10/2/2025,10/2/2025,5016730,BEVELED FRAME,PNW5004706 Cornflower,Invoiced,Approved,300,144,0,296,296,15.5,4650,2232,0,4588,YD,328,296,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45919,,F0007623,Kitted,,Grass,0,7,-1008,144,,F0007623-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011816,1,Tillett Textiles,MTO,TILPO2029640,INV11226,10/16/2025,12/6/2025,11/27/2025,12/6/2025,12/6/2025,TT101625-SR,SMALL ROPE,"PARCPG7113 30"" 500Y",Invoiced,Approved,8,8,0,8,8,19.3,154.4,154,0,154.4,YD,8,8,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45997,,,NOT Kitted,,Paper,0,0,0,8,,F0011816-1,19.3,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009145,1,F. SCHUMACHER & CO - HUB,Hub,PO2014824,INV10578,6/18/2025,11/3/2025,9/15/2025,11/3/2025,11/3/2025,5004721,KABE SISAL,PNW5004721 Plum,Invoiced,Approved,240,240,0,240,240,7,1680,1680,0,1680,YD,240,240,,,,,,,,,,,Screen Print,,,,,,,Grounds,,1,Ground,45964,,,NOT Kitted,Schu Grounds,Grounds,7,7,0,240,Yards,F0009145-1,7,240,Screen Print,,DONE,DONE,Other,DONE,,,
F0012061,1,Quadrille Inc.,Contract,PO066031,INV11804,10/27/2025,1/10/2026,12/5/2025,11/20/2025,1/15/2026,302150G-CSTSB,Monty 302150G-CSTSB (SOFT WINDSOR BLUE),QUA376W,Invoiced,Approved,36,36,0,36,36,20.7,745.2,745,0,745.2,YD,36,36,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46032,,,NOT Kitted,,Fabric,0,0,0,36,,F0012061-1,20.7,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0013890,1,China Seas,Contract,PO066509,INV12822,2/3/2026,2/21/2026,3/17/2026,2/28/2026,2/28/2026,9060-09,CARNA,QUAA435Oyster,Invoiced,Approved,15,15,0,15,15,19.95,299.25,299,0,299.25,YD,15,15,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46074,,,NOT Kitted,,Fabric,0,0,0,15,,F0013890-1,19.95,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009534,1,F. SCHUMACHER & CO - HUB,Hub,PO2022809,INV9975,7/11/2025,10/1/2025,8/22/2025,10/9/2025,10/9/2025,5008254,SHANTUNG SILHOUETTE 5008254 (GOLD ON JET),PNW5004715 Jet,Invoiced,Approved,100,88,0,104,104,17.5,1750,1540,0,1820,YD,104,104,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45931,,F0009534,Kitted,,Grass,0,7,-616,88,,F0009534-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009534,1,F. SCHUMACHER & CO - HUB,Hub,PO2022809,INV9975,7/11/2025,9/30/2025,8/22/2025,10/9/2025,10/9/2025,5008254,SHANTUNG SILHOUETTE 5008254 (GOLD ON JET),PNW5004715 Jet,Invoiced,Approved,100,16,0,104,104,17.5,1750,280,0,1820,YD,104,104,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45930,,F0009534,Kitted,,Grass,0,7,-112,16,,F0009534-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0010566,1,China Seas,Contract,65833,INV9484,8/21/2025,9/12/2025,10/1/2025,9/14/2025,9/14/2025,AP855-04,SAFARI WP AP855-04 (SOFT LAVENDER ON ALM WHT),"PARCPG7113 30"" 500Y",Invoiced,Approved,90,108,0,90,90,6.3,567,680,0,567,YD,108,90,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45912,,,NOT Kitted,,Paper,0,0,0,108,,F0010566-1,6.3,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011455,1,Universal Converters & Importers,Contract,P680983,INV10860,10/6/2025,11/8/2025,11/17/2025,11/15/2025,11/15/2025,PST231,DARJILNIG,PARHBD1018T Blanc,Invoiced,Approved,24,24,0,24,24,23.5,564,564,0,564,YD,24,24,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45969,,F0011455,Kitted,,Grass,0,7,-168,24,,F0011455-1,23.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0012699,1,F. SCHUMACHER & CO - HUB,Hub,PO2016948-1,INV11023,11/25/2025,11/25/2025,,11/25/2025,11/25/2025,5016741,BRISTLE STRIPE,PNW5010852 Dove,Invoiced,Approved,128,128,0,128,128,17.5,2240,2240,0,2240,YD,128,128,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45986,,F0012699,Kitted,,Grass,0,7,-896,128,,F0012699-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0012178,1,Quadrille Inc.,Contract,PO066151,INV11426,10/29/2025,12/13/2025,12/10/2025,10/29/2025,12/19/2025,306560F-07,PETRA IKAT,QUA376W,Invoiced,Approved,36,36,0,36,36,20,720,720,0,720,YD,36,36,,,,,,,,,,,Screen Print,,,,,,,Fabric,,1,Yards,46004,,,NOT Kitted,,Fabric,0,0,0,36,,F0012178-1,20,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0007134,1,F. SCHUMACHER & CO - HUB,Hub,PO2015336,INV9295,3/26/2025,8/14/2025,5/7/2025,9/5/2025,9/5/2025,5006920,PYNE HOLLYHOCK,"PARGR-FS-5006920 30"" 500Y",Invoiced,Approved,750,500,0,531,531,11.38,8535,5690,0,6111.81,YD,475.5,265.5,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45883,,F0007134,Kitted,,Paper,0,1.56,-780,500,,F0007134-1,11.38,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0007134,1,F. SCHUMACHER & CO - HUB,Hub,PO2015336,INV9295,3/26/2025,8/17/2025,5/7/2025,9/5/2025,9/5/2025,5006920,PYNE HOLLYHOCK,"PARGR-FS-5006920 30"" 500Y",Invoiced,Approved,750,240,0,531,531,11.38,8535,2731,0,6111.81,YD,475.5,265.5,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45886,,F0007134,Kitted,,Paper,0,1.56,-374.4,240,,F0007134-1,11.38,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0010565,1,China Seas,Contract,65832,INV10035,8/21/2025,10/9/2025,10/1/2025,10/10/2025,10/10/2025,2020-03OWP,Bali Hai,"PARCPG7101 30"" 500Y",Invoiced,Approved,270,324,0,270,270,8.25,2227.5,2673,0,2227.5,YD,324,270,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,45939,,,NOT Kitted,,Paper,0,0,0,324,,F0010565-1,8.25,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0014193,1,China Seas,Contract,PO065663,INV12688,2/20/2026,2/20/2026,,2/20/2026,2/20/2026,9980-WP-CSTWMG,LATTICE SISAL 9980-WP-CSTWMG,QUABA03RSP Oatmeal,Invoiced,Approved,390,390,0,390,390,10.5,4095,4095,0,4095,YD,390,390,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46073,,,NOT Kitted,,Grass,0,0,0,390,,F0014193-1,10.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0008263,1,F. SCHUMACHER & CO - HUB,Hub,PO2019185,INV9973,5/15/2025,9/30/2025,6/23/2025,10/9/2025,10/9/2025,5008254,SHANTUNG SILHOUETTE 5008254 (GOLD ON JET),PNW5004715 Jet,Invoiced,Approved,200,200,0,200,200,15.5,3100,3100,0,3100,YD,200,200,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45930,,F0008263,Kitted,,Grass,0,7,-1400,200,,F0008263-1,15.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0014189,1,F. SCHUMACHER & CO - HUB,Hub,PO2023297-1,INV12673,2/20/2026,2/20/2026,,2/20/2026,2/20/2026,5008940,TWIGGY PAPERWEAVE,PNW5008840 PAPERWEAVE (WHITE),Invoiced,Approved,160,160,0,160,160,17.5,2800,2800,0,2800,YD,160,160,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,46073,,F0014189,Kitted,,Grass,0,7,-1120,160,,F0014189-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0013973,1,F. SCHUMACHER & CO - HUB,Hub,PO2028463,INV12563,2/6/2026,2/7/2026,,2/14/2026,2/14/2026,5005880,QUEEN OF SPAIN COLOR 5005880 (WARM SILVER),"PARCPG-optic 1 60"" 125Y",Invoiced,Approved,518,595,0,112,112,4.31,2232.58,2564,0,482.72,YD,518,112,,,,,,,,,,,Screen Print,,,,,,,Paper,,1,Yards,46060,,F0013973,Kitted,,Paper,0,1.56,-928.2,595,,F0013973-1,4.31,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011296,1,F. SCHUMACHER & CO - MTO,Hub,SPO2027940,INV10166,9/30/2025,10/17/2025,11/11/2025,10/17/2025,10/17/2025,5016742,BRISTLE STRIPE,PNW5004717 Seaglass,Invoiced,Approved,72,72,0,72,72,20.5,1476,1476,0,1476,YD,72,72,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45947,,F0011296,Kitted,,Grass,0,7,-504,72,,F0011296-1,20.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011310,1,F. SCHUMACHER & CO - MTO,Hub,SPO2027956,INV10313,9/30/2025,10/21/2025,10/29/2025,10/24/2025,10/24/2025,5012442,JOSHUA TREE SISAL,PNW5010857 Mineral,Invoiced,Approved,224,112,0,224,224,22.5,5040,2520,0,5040,YD,233,224,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45951,,F0011310,Kitted,,Grass,0,7,-784,112,,F0011310-1,22.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0011310,1,F. SCHUMACHER & CO - MTO,Hub,SPO2027956,INV10313,9/30/2025,10/23/2025,10/29/2025,10/24/2025,10/24/2025,5012442,JOSHUA TREE SISAL,PNW5010857 Mineral,Invoiced,Approved,224,113,0,224,224,22.5,5040,2542,0,5040,YD,233,224,,,,,,,,,,,Screen Print,,,,,,,Grass,,1,Yards,45953,,F0011310,Kitted,,Grass,0,7,-791,113,,F0011310-1,22.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
