Vendor,Order Type,Material Shu vs Non Shu,Order Type Screen All Together,MATERIAL,Substrate Description,Current vs Old Sku,Replacement Ground,Material Group,Material Color,Material Group - Color,Product Type,Material Width,Cost Per Yard,Avg Sisal Cost Per Yard,All Grounds Cost Per Yard,Curr Vendor Cost Per Yard,FOB Cost Per Yard,On Hand Yards,BNY On Hand,Para On Hand,2025 Ground,3rd Party Price,Schumacher Price,Lead Time (in weeks),Lead Time in Months
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006166 Harshaw Pinstripe Sisal (Slate),Harshaw Pinstripe Sisal (Slate),Current,5006166 Harshaw Pinstripe Sisal (Slate),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.75,10.41,8.96,8.96,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006170 Pearce Herringbone (Bone),Pearce Herringbone (Bone),Current,5006170 Pearce Herringbone (Bone),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.53,11.31,9.53,9.53,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006171 Pearce Herringbone (Tan),Pearce Herringbone (Tan),Current,5006171 Pearce Herringbone (Tan),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.53,11.31,9.53,9.53,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006172 Pearce Herringbone (Smoke),Pearce Herringbone (Smoke),Current,5006172 Pearce Herringbone (Smoke),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.3,11.05,9.53,9.53,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006173 Pearce Herringbone (Moss),Pearce Herringbone (Moss),Current,5006173 Pearce Herringbone (Moss),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.53,11.31,9.53,9.53,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006201 Weston Raffia Weave (Grey),Weston Raffia Weave (Grey),Current,5006201 Weston Raffia Weave (Grey),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.31,12.21,10.31,10.31,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006204 Weston Raffia Weave (Charcoal),5006204 Weston Raffia Weave (Charcoal),Current,5006204 Weston Raffia Weave (Charcoal),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.31,12.21,10.31,10.31,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006400 Zen Bamboo (Sesame),5006400 Zen Bamboo (Sesame),Current,5006400 Zen Bamboo (Sesame),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.03,19.93,17.03,17.03,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006401 Zen Bamboo (Sage),5006401 Zen Bamboo (Sage),Current,5006401 Zen Bamboo (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.03,19.93,17.03,17.03,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006403 Zen Bamboo (Jade),5006403 Zen Bamboo (Jade),Current,5006403 Zen Bamboo (Jade),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.03,19.93,17.03,17.03,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006404 Zen Bamboo (ultramarine),5006404 Zen Bamboo (ultramarine),Current,5006404 Zen Bamboo (ultramarine),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.03,19.93,17.03,17.03,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Anodized Raffia 5007780 (platinum),Anodized Raffia 5007780 (platinum),Current,Anodized Raffia 5007780 (platinum),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,13.1,15.42,13.1,13.1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Anodized Raffia 5007781 (Warm Silver),Anodized Raffia 5007781 (Warm Silver),Current,Anodized Raffia 5007781 (Warm Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,13.1,15.42,13.1,13.1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Anodized Raffia 5007782 (Gold),Anodized Raffia 5007782 (Gold),Current,Anodized Raffia 5007782 (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.78,15.05,13.1,13.1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Anodized Raffia 5007783 (oxid silver),Anodized Raffia 5007783 (oxidized silver),Current,Anodized Raffia 5007783 (oxid silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,13.1,15.42,13.1,13.1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ashberg Paperweave 5011260 (Grey),Ashberg Paperweave 5011260 (Grey),Current,Ashberg Paperweave 5011260 (Grey),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ashberg Paperweave 5011261 (Yellow),Ashberg Paperweave 5011261 (Yellow),Current,Ashberg Paperweave 5011261 (Yellow),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ashberg Paperweave 5011262 (Brown),Ashberg Paperweave 5011262 (Brown),Current,Ashberg Paperweave 5011262 (Brown),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ayame Sisal 5002905 (Sage),Ayame Sisal 5002905 (Sage),Current,Ayame Sisal 5002905 (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.74,6.95,5.74,5.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Bamba Rushcloth 5002842 (Ash),Bamba Rushcloth 5002842 (Ash),Current,Bamba Rushcloth 5002842 (Ash),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,6.6,7.94,6.77,6.77,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,BD Painter's Stripe 5016900 (Moonlight),Backdrop Painter's Stripe 5016900 (Moonlight),Current,BD Painter's Stripe 5016900 (Moonlight),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.65,14.9,12.65,12.65,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,BD Painter's Stripe 5016901 (Rococo),BD Painter's Stripe 5016901 (Rococo),Current,BD Painter's Stripe 5016901 (Rococo),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.65,14.9,12.65,12.65,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,BLONDE RAFFIA 5016510 (WHEAT),BLONDE RAFFIA 5016510 (WHEAT),Current,BLONDE RAFFIA 5016510 (WHEAT),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.25,12.14,10.25,10.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Braided Bacbac Shimmer 5010210 (Copper),Braided Bacbac Shimmer 5010210 (Copper),Current,Braided Bacbac Shimmer 5010210 (Copper),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.86,20.89,17.86,17.86,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Braided Buri 5010190 (Natural),Braided Buri 5010190 (Natural),Current,Braided Buri 5010190 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,15.84,18.57,16.23,16.23,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Braided Buri 5010191 (Ivory),Braided Buri 5010191 (Ivory),Current,Braided Buri 5010191 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,16.23,19.01,16.23,16.23,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Burnished Raffia 5007820 (ivory),Burnished Raffia 5007820 (burnished ivory),Current,Burnished Raffia 5007820 (ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.91,14.05,11.91,11.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Burnished Raffia 5007821 (Gold),Burnished Raffia 5007821 (Gold),Current,Burnished Raffia 5007821 (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.91,14.05,11.91,11.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Burnished Raffia 5007822 (Silver),Burnished Raffia 5007822 (Silver),Current,Burnished Raffia 5007822 (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.91,14.05,11.91,11.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Cork Herringbone 5013010 (White),Cork Herringbone 5013010 (White),Current,Cork Herringbone 5013010 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,19.5,22.78,19.5,19.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Cork Stripe 5013000 (White),Cork Stripe 5013000 (White),Current,Cork Stripe 5013000 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,21.66,25.26,21.66,21.66,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Draper Stripe 5016890 (bada bing!),Draper Stripe 5016890 (bada bing!),Current,Draper Stripe 5016890 (bada bing!),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.7,6.91,5.7,5.7,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Draper Stripe 5016891 (Surf Camp),Draper Stripe 5016891 (Surf Camp),Current,Draper Stripe 5016891 (Surf Camp),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.7,6.91,5.7,5.7,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Draper Stripe 5016892 (The Earthy Stuff),Draper Stripe 5016892 (The Earthy Stuff),Current,Draper Stripe 5016892 (The Earthy Stuff),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.7,6.91,5.7,5.7,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Draper Stripe 5016893 (Moonlight),Draper Stripe 5016893 (Moonlight),Current,Draper Stripe 5016893 (Moonlight),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.7,6.91,5.7,5.7,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Dyed Raffia 5010340 (Slate),Dyed Raffia 5010340 (Slate),Current,Dyed Raffia 5010340 (Slate),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.89,14.02,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Dyed Raffia 5010341 (Blue),Dyed Raffia 5010341 (Blue),Current,Dyed Raffia 5010341 (Blue),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.89,14.02,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Dyed Raffia 5010342 (Peacock),Dyed Raffia 5010342 (Peacock),Current,Dyed Raffia 5010342 (Peacock),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.6,13.69,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Dyed Raffia 5010343 (Leaf),Dyed Raffia 5010343 (Leaf),Current,Dyed Raffia 5010343 (Leaf),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.89,14.02,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Dyed Raffia 5010344 (Yellow),Dyed Raffia 5010344 (Yellow),Current,Dyed Raffia 5010344 (Yellow),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.89,14.02,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007841 (Silver),Gilded Linen 5007841 (Silver),Current,Gilded Linen 5007841 (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007842 (Mineral),Gilded Linen 5007842 (Mineral),Current,Gilded Linen 5007842 (Mineral),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007843 (Celadon & Gold),Gilded Linen 5007843 (Celadon & Gold),Current,Gilded Linen 5007843 (Celadon & Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007844 (Silver& Gold),Gilded Linen 5007844 (Silver& Gold),Current,Gilded Linen 5007844 (Silver& Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007845 (Gold),Gilded Linen 5007845 (Gold),Current,Gilded Linen 5007845 (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007846 (Slate & Gold),Gilded Linen 5007846 (Slate & Gold),Current,Gilded Linen 5007846 (Slate & Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007847 (Slate & Silver),Gilded Linen 5007847 (Slate & Silver),Current,Gilded Linen 5007847 (Slate & Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Gilded Linen 5007848 (Cocoa & Gold),Gilded Linen 5007848 (Cocoa & Gold),Current,Gilded Linen 5007848 (Cocoa & Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016850 (36 HRS IN MARR),HARUKI SISAL 5016850 (36 HRS IN MARR),Current,HARUKI SISAL 5016850 (36 HRS IN MARR),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016851 (GHOST RANCH),HARUKI SISAL 5016851 (GHOST RANCH),Current,HARUKI SISAL 5016851 (GHOST RANCH),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016852 (TANLINES),HARUKI SISAL 5016852 (TANLINES),Current,HARUKI SISAL 5016852 (TANLINES),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016853 (NIGHT ON EARTH),HARUKI SISAL 5016853 (NIGHT ON EARTH),Current,HARUKI SISAL 5016853 (NIGHT ON EARTH),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016854 (DRIVE THRU),HARUKI SISAL 5016854 (DRIVE THRU),Current,HARUKI SISAL 5016854 (DRIVE THRU),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016855 (KISMET),HARUKI SISAL 5016855 (KISMET),Current,HARUKI SISAL 5016855 (KISMET),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HARUKI SISAL 5016856 (BLUE COOLEST),HARUKI SISAL 5016856 (BLUE COOLEST),Current,HARUKI SISAL 5016856 (BLUE COOLEST),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.78,5.85,4.78,4.78,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007870 (Ivory),Hemp Shimmer 5007870 (Ivory),Current,Hemp Shimmer 5007870 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007873 (Cocoa),Hemp Shimmer 5007873 (Cocoa),Current,Hemp Shimmer 5007873 (Cocoa),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007874 (Gilt Shimmer),Hemp Shimmer 5007874 (Gilt Shimmer),Current,Hemp Shimmer 5007874 (Gilt Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007876 (Aqua Shimmer),Hemp Shimmer 5007876 (Aqua Shimmer),Current,Hemp Shimmer 5007876 (Aqua Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007877 (Peacock Shimmer),Hemp Shimmer 5007877 (Peacock Shimmer),Current,Hemp Shimmer 5007877 (Peacock Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5007878 (Sapphire Shimmer),Hemp Shimmer 5007878 (Sapphire Shimmer),Current,Hemp Shimmer 5007878 (Sapphire Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.26,11,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Herringbone Paperweave 5010234 (Sky),Herringbone Paperweave 5010234 (Sky),Current,Herringbone Paperweave 5010234 (Sky),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Herringbone Paperweave 5010235 (Pink),Herringbone Paperweave 5010235 (Pink),Current,Herringbone Paperweave 5010235 (Pink),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,June Woven Stripe 5015550 (Natural),June Woven Stripe 5015550 (Natural),Current,June Woven Stripe 5015550 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.07,9.63,8.07,8.07,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Karami Weave 5003010 (Rice),Karami Weave 5003010 (Rice),Current,Karami Weave 5003010 (Rice),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.6,9.09,7.79,7.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Kin Sisal Embroidery 5015780 (Hazel),Kin Sisal Embroidery 5015780 (Hazel),Current,Kin Sisal Embroidery 5015780 (Hazel),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.26,14.45,12.57,12.57,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Kin Sisal Embroidery 5015781 (Ink),Kin Sisal Embroidery 5015781 (Ink),Current,Kin Sisal Embroidery 5015781 (Ink),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.57,14.81,12.57,12.57,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Kumano Jute 5002800 (Cream),Kumano Jute 5002800 (Cream),Current,Kumano Jute 5002800 (Cream),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.08,8.49,7.26,7.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Kumo 5012990 (White),Kumo 5012990 (White),Current,Kumo 5012990 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.67,10.32,8.67,8.67,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen & Paperweave 5010240 (natural),Linen & Paperweave 5010240 (natural),Current,Linen & Paperweave 5010240 (natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen & Paperweave 5010241 (Greige),Linen & Paperweave 5010241 (Greige),Current,Linen & Paperweave 5010241 (Greige),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen & Paperweave 5010242 (Sage),Linen & Paperweave 5010242 (Sage),Current,Linen & Paperweave 5010242 (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.27,11.01,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen & Paperweave 5010243 (Carbon),Linen & Paperweave 5010243 (Carbon),Current,Linen & Paperweave 5010243 (Carbon),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Bark 5012960 (White),Linen Bark 5012960 (White),Current,Linen Bark 5012960 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.33,20.28,17.33,17.33,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007800 (White),Linen Gesso 5007800 (White),Current,Linen Gesso 5007800 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007801 (Cream),Linen Gesso 5007801 (Cream),Current,Linen Gesso 5007801 (Cream),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007802 (Greige),Linen Gesso 5007802 (Greige),Current,Linen Gesso 5007802 (Greige),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007803 (Blush),Linen Gesso 5007803 (Blush),Current,Linen Gesso 5007803 (Blush),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007804 (Celadon),Linen Gesso 5007804 (Celadon),Current,Linen Gesso 5007804 (Celadon),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007805 (Aqua),Linen Gesso 5007805 (Aqua),Current,Linen Gesso 5007805 (Aqua),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007806 (Cocoa),Linen Gesso 5007806 (Cocoa),Current,Linen Gesso 5007806 (Cocoa),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007807 (Pale Gold),Linen Gesso 5007807 (Pale Gold),Current,Linen Gesso 5007807 (Pale Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007808 (Gilt),Linen Gesso 5007808 (Gilt),Current,Linen Gesso 5007808 (Gilt),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Gesso 5007809 (Silver),Linen Gesso 5007809 (Silver),Current,Linen Gesso 5007809 (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.64,10.29,8.64,8.64,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Lamé 5007810 (platinum),Linen Lamé 5007810 (platinum),Current,Linen Lamé 5007810 (platinum),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.85,20.88,17.85,17.85,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Stripe 5010250 (Blush),Linen Stripe 5010250 (Blush),Current,Linen Stripe 5010250 (Blush),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.79,12.76,10.79,10.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Stripe 5010251 (Sand),Linen Stripe 5010251 (Sand),Current,Linen Stripe 5010251 (Sand),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.79,12.76,10.79,10.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Stripe 5010253 (Sky),Linen Stripe 5010253 (Sky),Current,Linen Stripe 5010253 (Sky),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.79,12.76,10.79,10.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Stripe 5010254 (Indigo),Linen Stripe 5010254 (Indigo),Current,Linen Stripe 5010254 (Indigo),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.53,12.46,10.79,10.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Linen Stripe 5010255 (Black),Linen Stripe 5010255 (Black),Current,Linen Stripe 5010255 (Black),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.79,12.76,10.79,10.79,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Maestro 5016880 (Formentera),Maestro 5016880 (Formentera),Current,Maestro 5016880 (Formentera),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.58,17.12,14.58,14.58,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Maestro 5016881 (Dark Arts),Maestro 5016881 (Dark Arts),Current,Maestro 5016881 (Dark Arts),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.58,17.12,14.58,14.58,,0,0,0,,,,,5
