Vendor,Order Type,Material Shu vs Non Shu,Order Type Screen All Together,MATERIAL,Substrate Description,Current vs Old Sku,Replacement Ground,Material Group,Material Color,Material Group - Color,Product Type,Material Width,Cost Per Yard,Avg Sisal Cost Per Yard,All Grounds Cost Per Yard,Curr Vendor Cost Per Yard,FOB Cost Per Yard,On Hand Yards,BNY On Hand,Para On Hand,2025 Ground,3rd Party Price,Schumacher Price,Lead Time (in weeks),Lead Time in Months
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5004700 Silver,5004700 HARUKI SISAL: SILVER,Current,PNW5004700 Silver,HARUKI SISAL,SILVER,HARUKI SISAL -Silver,GRASS,36,4.78,5.9,4.66,4.66,,8789,0,8789,PNW5004700 Silver,9,7,8-10 weeks,6
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5010853 Smoke,HARUKI SISAL 5010853 SMOKE,Current,PNW5010853 Smoke,HARUKI SISAL,Smoke,HARUKI SISAL -Smoke,GRASS,36,4.78,5.9,4.66,4.66,,864,0,864,PNW5010853 Smoke,9,7,8-10 weeks,6
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5010854 Thistle,HARUKI SISAL 5010854 THISTLE,Current,PNW5010854 Thistle,HARUKI SISAL,Thistle,HARUKI SISAL -Thistle,GRASS,36,4.78,5.9,4.66,4.66,,863,0,863,PNW5010854 Thistle,9,7,8-10 weeks,6
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5004713 Water Blue,5004713 HARUKI SISAL: WATER BLUE,Current,PNW5004713 Water Blue,HARUKI SISAL,Waterblue,HARUKI SISAL -Waterblue,GRASS,36,4.78,5.9,4.66,4.66,,3119,0,3119,PNW5004713 Water Blue,9,7,8-10 weeks,6
Rugs By Choice,Screen Print,Schu,Screen Print,PARKUBA CLOTH,Kuba Cloth Ivory (76700),Current,PARKUBA CLOTH,Kuba Cloth,CLOTH,Kuba Cloth-CLOTH,FABRIC,60,31.6,31.6,31.6,31.6,,15,0,15,Kuba Cloth Ivory (76700),41.08,41.08,,6
EPIC TEXTILES,Digital,Schu,Digital,BNYLondon H73,London H73,Current,BNYLondon H73,London,,London-,FABRIC,60,11.45,31.55,31.55,31.55,10.95,2696,2600,96,BNYLondon H73,,,,
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5007950 PM (Natural),Madagascar Raffia (Natural),Current,PNW5007950 PM (Natural),Madagascar Raffia,Natural,Madagascar Raffia-Natural,GRASS,54,7.95,9.49,7.95,7.95,,906,0,906,,,,,6
RTE Machinery,Screen Print,Schu,Screen Print,PARMandarin Oyster,Mandarin Oyster,Current,PARMandarin Oyster,Mandarin Oyster,,Mandarin Oyster-,FABRIC,60,8,8,8,8,,186,0,186,PARMadden Oyster PFP,16,16,4-6 weeks,1.5
SIROTEX Srl,Screen Print,Schu,Screen Print,PARMark,Mark,Current,PARMark,Mark,,Mark-,FABRIC,60,12.38,12.38,12.38,12.38,,1022,0,1022,,,,,
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARGR-FS 5008183 30"" 500Y",MINERAL CUSTOM COATED,Current,"PARGR-FS 5008183 30"" 500Y",MINERAL CUSTOM COATED,,MINERAL CUSTOM COATED-,PAPER,30,0.98,0.98,0.98,0.98,,1500,0,1500,,,,,
Carr Textile Corp.,Screen Print,Schu,Screen Print,PARFrench Twill (White),"MSF-WHT-59/60"" (White)",Current,PARFrench Twill (White),"MSF-WHT-59/60"" (White)",White,"MSF-WHT-59/60"" (White)-White",FABRIC,60,4.74,4.74,4.74,4.74,,441,0,441,,,,,
NEU KALISS SPZIALPAPIER,Digital,Schu,Digital,"BNYNeuKaliss 60"" 315Y",UNCOATED NON-WOVEN (WHITE),Current,"BNYNeuKaliss 60"" 315Y",Neu Kaliss,,Neu Kaliss -,PAPER,60,1.21,1.74,1.21,1.21,,98515,98515,0,"BNYNeuKaliss 60"" 315Y",,,,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7100 30"" 500Y",WHITE COATED PAPER,Current,"PARCPG7100 30"" 500Y","Omni 7100 30""","30""","Omni 7100 30""-30""",PAPER,30,0.87,0.87,0.87,0.87,,15574,0,15574,"PARCPG7100 30"" 500Y",1.2,1.2,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7100 40"" 250Y","WHITE COATED PAPER 40""",Current,"PARCPG7100 40"" 250Y","Omni 7100 40""","40""","Omni 7100 40""-40""",PAPER,40,1.83,1.83,1.83,1.83,,1000,0,1000,"PARCPG7100 40"" 250Y",2.4,2.4,2-4 weeks,1
OMNI W.C. INC,Digital,Schu,Digital,"BNYCPG7100 60"" 210Y","60"" COATED PAPER (WHITE)",Current,"BNYCPG7100 60"" 210Y","Omni 7100 60""","60""","Omni 7100 60""-60""",PAPER,60,1.83,1.83,1.83,1.83,,10536,9076,1460,"BNYCPG7100 60"" 210Y",,,2-4 weeks,1
OMNI W.C. INC,Digital,Schu,Digital,"DG-2046 60"" 125Y",OPTIC WHITE COATED,Old,"BNYCPG7100 60"" 210Y","Omni 7100 60""","60""","Omni 7100 60""-60""",PAPER,60,1.84,1.84,1.84,1.84,,625,0,625,,,,,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7119 60"" 500Y","EBONY COATED PAPER 60""",Current,"PARCPG7119 60"" 500Y",Omni 7119,Ebony,Omni 7119-Ebony,PAPER,60,2.5,2.5,2.5,2.5,,1375,0,1375,"PARCPG7119 60"" 500Y",3.2,3.2,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7113 30"" 500Y",ALMOST WHITE PAPER,Current,"PARCPG7113 30"" 500Y","OMNI ALMOST WHITE 30""","30""","OMNI ALMOST WHITE 30""-30""",PAPER,30,0.99,0.99,0.99,0.99,,13504,0,13504,"PARCPG7113 30"" 500Y",1.3,1.3,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7113 40"" 250Y","ALMOST WHITE PAPER 40""",Current,"PARCPG7113 40"" 250Y","OMNI ALMOST WHITE 40""","40""","OMNI ALMOST WHITE 40""-40""",PAPER,40,5.4,5.4,5.4,5.4,,1000,0,1000,,,,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7113 60"" 500Y","ALMOST WHITE PAPER 60""",Current,"PARCPG7113 60"" 500Y","OMNI ALMOST WHITE 60""","60""","OMNI ALMOST WHITE 60""-60""",PAPER,60,1.8,1.8,1.8,1.8,,1500,0,1500,"PARCPG7113 60"" 500Y",2.4,2.4,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PAROM60 Silver 30"" 50Y","30"" PAPER BACKED MYLAR (SILVER)",Current,"PAROM60 Silver 30"" 50Y",Omni Metallic,SILVER,Omni Metallic-Silver,PAPER,30,3.65,3.65,3.65,3.92,,250,0,250,"PAROM60 Silver 30"" 50Y",4.745,4.745,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7101 30"" 500Y",COATED PAPER (OFF-WHITE),Current,"PARCPG7101 30"" 500Y","OMNI OFF WHITE 30""",Off White,"OMNI OFF WHITE 30""-Off White",PAPER,30,0.98,0.98,0.98,0.98,,12500,0,12500,"PARCPG7101 30"" 500Y",1.3,1.3,2-4 weeks,1
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7101 60"" 120Y",COATED PAPER (OFF-WHITE),Current,"PARCPG7101 60"" 120Y","OMNI OFF WHITE 60""",Off White,"OMNI OFF WHITE 60""-Off White",PAPER,60,2.18,2.18,2.18,2.18,,480,0,480,,2.834,2.834,2-4 weeks,1
Sattler,Screen Print,Schu,Screen Print,PARAT5409 Natural White,100% SOLUTION DYED ACRYLIC,Current,PARAT5409 Natural White,Outdoor Fabric,Pretreated,Outdoor Fabric-Pretreated,FABRIC,60,11,11,11,11,,1071,0,1071,PARAT5409 Natural White,15,15,4-6 weeks,1.5
LIBECO,Screen Print,Schu,Screen Print,PARP073Oatmeal,P073 oatmeal-0003 PFP 137 R05,Current,PARP073Oatmeal,P073 Fabric,Oatmeal,P073 Fabric-Oatmeal,FABRIC,60,18.2,18.2,18.2,18.2,,366,0,366,PARLeon Unbleached,17,17,4-6 weeks,1.5
LIBECO,Screen Print,Schu,Screen Print,PARP139 Flax,P139 Flax 142 cm,Current,PARP139 Flax,P139 Fabric,Flax,P139 Fabric-Flax,FABRIC,60,15.42,15.42,15.42,15.42,,107,0,107,PARComo Bleached,11.5,11.5,1-2 weeks,0.5
LIBECO,Screen Print,Schu,Screen Print,PARP392 Oatmeal,P392 Oatmeal,Current,PARP392 Oatmeal,P392 Fabric,Oatmeal,P392 Fabric-Oatmeal,FABRIC,60,15.44,15.44,15.44,14.57,,110,0,110,PARP392 Oatmeal,19,19,4-6 weeks,1.5
LIBECO,Screen Print,Schu,Screen Print,PARP392 White,P392 White,Current,PARP392 White,P392 Fabric,White,P392 Fabric-White,FABRIC,60,15.44,15.44,15.44,14.57,,150,0,150,PARP392 White,20,20,4-6 weeks,1.5
LIBECO,Screen Print,Schu,Screen Print,PARP533Flax,PARP533Flax,Current,PARP533Flax,P533,Flax,P533-Flax,FABRIC,60,22.01,22.01,22.01,22.01,,40,0,40,,,,,
LIBECO,Screen Print,Schu,Screen Print,ParP533 natural,ParP533 natural,Current,ParP533 natural,P533,Natural,P533-Natural,FABRIC,60,22.01,22.01,22.01,22.01,,50,0,50,ParP533 natural,28,28,4-6 weeks,1.5
Brooklyn Navy Yard,Digital,Schu,Digital,5018110-BNY,Palazzo 4 Panel Set - 5018110-BNY (Antique Blue),Current,5018110-BNY,Palazzo 4 Panel Set - 5018110-BNY (Antique Blue),,Palazzo 4 Panel Set - 5018110-BNY (Antique Blue)-,,60,9,9,9,9,,600,0,600,,,,,
Brooklyn Navy Yard,Digital,Schu,Digital,Palazzo Memos - MS5018110-BNY Antique,Palazzo 4 Panel Set Memos - MS5018110-BNY (Antique Blue),Current,Palazzo Memos - MS5018110-BNY Antique,Palazzo 4 Panel Set Memos - MS5018110-BNY (Antique Blue),,Palazzo 4 Panel Set Memos - MS5018110-BNY (Antique Blue)-,,60,14.43,14.43,14.43,14.43,,90,0,90,,,,,
EPIC TEXTILES,Screen Print,Schu,Screen Print,PARComo Bleached,100% Linen (7.5 oz/sqyd),Current,PARComo Bleached,PARComo Bleached,Bleached,PARComo Bleached-Bleached,FABRIC,60,10.44,10.44,10.44,10.44,,2365,0,2365,PARComo Bleached,11.5,11.5,1-2 weeks,0.5
EPIC TEXTILES,Screen Print,Schu,Screen Print,PARComo Semi-Natural,100% Linen (7.5 oz/Sqryd),Current,PARComo Semi-Natural,PARComo Semi-Natural,Semi-Natural,PARComo Semi-Natural-Semi-Natural,FABRIC,60,11.25,11.25,11.25,11.25,,2068,0,2068,,,,,1.5
Griswold,Screen Print,Schu,Screen Print,PARCotton Sateen,Cotton Sateen,Current,PARCotton Sateen,PARCotton Sateen,,PARCotton Sateen-,FABRIC,60,9,9,9,9,,39,0,39,,,,,
EPIC TEXTILES,Screen Print,Schu,Screen Print,PARLeon Bleached,Leon Bleached,Current,PARLeon Bleached,PARLeon Bleached,Bleached,PARLeon Bleached-Bleached,FABRIC,60,12.95,12.95,12.95,12.95,,1721,0,1721,PARLeon Bleached,17,17,1-2 weeks,0.5
EPIC TEXTILES,Screen Print,Schu,Screen Print,PARLeon Natural,Leon Unbleached,Current,PARLeon Natural,ParLeon Unbleached,Unbleached,ParLeon Unbleached-Unbleached,FABRIC,60,14.94,14.94,14.94,14.94,,999,0,999,,,,,0.5
ULSTER WEAVERS,Screen Print,Schu,Screen Print,PARMadden Oyster PFP,MADOYS142PFP Madden,Current,PARMadden Oyster PFP,PARMadden Oyster PFP,Oyster,PARMadden Oyster PFP-Oyster,FABRIC,60,8.6,10.24,8.6,8.6,,3751,0,3751,PARMadden Oyster PFP,16,16,4-6 weeks,3
EPIC TEXTILES,Screen Print,Schu,Screen Print,PAROrbit Oyster,100% Linen,Current,PAROrbit Oyster,PAROrbit Oyster,Oyster,PAROrbit Oyster-Oyster,FABRIC,60,15.75,15.75,15.75,15.75,,600,0,600,PAROrbit Oyster,,,,1.5
P K TEXTILES LIMITED,Screen Print,Schu,Screen Print,PARThar (Ivory),100% Raw Silk,Current,PARThar (Ivory),ParThar,Ivory,ParThar-Ivory,FABRIC,60,14.58,17.12,14.58,14.58,,586,0,586,,,,,
P K TEXTILES LIMITED,Screen Print,Schu,Screen Print,PARThar (Sesame),100% Raw Silk,Current,PARThar (Sesame),ParThar,Sesame,ParThar-Sesame,FABRIC,60,14.58,17.12,14.58,14.58,,607,0,607,,,,,
OMNI W.C. INC,Digital,Schu,Digital,"BNYDG2061 60"" 250Y","60"" PEEL & STICK (WHITE)",Current,"BNYDG2061 60"" 250Y",Peel & Stick,White,Peel & Stick-White,PAPER,60,5.01,5.01,5.01,5.01,,2130,2130,0,"BNYDG2061 60"" 250Y",,,,2
Sattler,Screen Print,Schu,Screen Print,PARProse (14500 Snow),Prose (14500 Snow),Current,PARProse (14500 Snow),Prose (14500 Snow),,Prose (14500 Snow)-,FABRIC,30,14.01,14.01,14.01,14.01,,817,0,817,,18.213,18.213,,
PREMEX SOLUTIONS,Digital,Schu,Digital,BNY2471 Viscosity Non Optic Pigment,2471 Viscosity Non Optic Pigment,Current,BNY2471 Viscosity Non Optic Pigment,Serena Poly Fabric,,Serena Poly Fabric-,FABRIC,60,10.9,28.25,28.25,19.89,,300,300,0,BNY2471 Viscosity Non Optic Pigment,,,,
TWIL WALLCOVERINGS,Screen Print,Schu,Screen Print,PARSG2207RSP (LIGHT BROWN),SG2207RSP (LIGHT BROWN),Current,PARSG2207RSP (LIGHT BROWN),SG2207RSP (LIGHT BROWN),,SG2207RSP (LIGHT BROWN)-,GRASS,36,7.7,8.01,7.7,7.7,,209,0,209,,10.01,10.01,8-10 weeks,6
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5007861 Aqua,SHADED SILK 5007861 AQUA,Current,PNW5007861 Aqua,SHADED SILK,Aqua,SHADED SILK-Aqua,FABRIC,60,16.83,19.7,18,18,,950,0,950,,,,,6
"P+W International Co., Ltd.",Screen Print,Schu,Screen Print,PNW5010275 Fawn,SHADED SILK 5010275 Fawn,Current,PNW5010275 Fawn,SHADED SILK,Fawn,SHADED SILK-Fawn,FABRIC,60,18,21.05,18,18,,1053,0,1053,,,,,6
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PARCPG7600 30"" 500Y",COATED PAPER (SILVER),Current,"PARCPG7600 30"" 500Y",SILVER PAPER,,SILVER PAPER-,PAPER,30,1.51,1.51,1.51,1.51,,295,0,295,"PARCPG7600 30"" 500Y",2,2,2-4 weeks,1
"Dwell America, LLC",Screen Print,Schu,Screen Print,PARSussex Bleached DWL,55% Linen / 45% Cotton,Current,PARSussex Bleached DWL,Sussex Bleached,,Sussex Bleached-,FABRIC,60,6.7,8.2,8.2,8.2,,1399,0,1399,,,,,
"Dwell America, LLC",Screen Print,Schu,Screen Print,PARSussex Natural DWL,55% Linen / 45% Cotton,Current,PARSussex Natural DWL,SUSSEX-NATURAL,,SUSSEX-NATURAL -,FABRIC,60,6.7,8.2,8.2,8.2,,947,0,947,,,,,
OMNI W.C. INC,Digital,Schu,Digital,"TYPE II GOLD MYLAR / NON-WOVEN 20oz 30""","TYPE II GOLD MYLAR / NON-WOVEN 20oz 30""",Current,"TYPE II GOLD MYLAR / NON-WOVEN 20oz 30""","TYPE II GOLD MYLAR / NON-WOVEN 20oz 30""",,"TYPE II GOLD MYLAR / NON-WOVEN 20oz 30""-",GRASS,30,6.96,6.96,6.96,6.96,,600,0,600,,,,,
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PAROM01 30"" 250Y",WHITE MATTE VINYL,Current,"PAROM01 30"" 250Y",WHITE MATTE VINYL,,WHITE MATTE VINYL-,PAPER,30,1.62,1.62,1.62,1.62,,4821,0,4821,"PAROM01 30"" 250Y",2.2,2.2,4-6 weeks,1.5
OMNI W.C. INC,Screen Print,Schu,Screen Print,"PAROM07 30"" 250Y",WHITE PATENT VINYL,Current,"PAROM07 30"" 250Y",WHITE PATENT VINYL,,WHITE PATENT VINYL-,PAPER,30,1.6,1.6,1.6,1.62,,2300,0,2300,"PAROM07 30"" 250Y",2.2,2.2,4-6 weeks,1.5
