ITEM_SKU,LINE_DESCRIPTION,COLOR,PRODUCT_TYPE,FINISHED_WIDTH,FINISHED_HEIGHT,PRINTED_WIDTH,PRINTED_HEIGHT,PRODUCT_SIZE,PANEL_COUNT,PRODUCT_NAME,MATERIAL,UOM,HISTORICAL_YIELD,MATERIAL_COST,UNIT_PRICE,QTY,PRODUCT_DESCRIPTION,STATUS,NUMBER_UP,CUT_OPTION,SPECIAL_DETAILS,FORMAT,PATTERN_WIDTH,PATTERN_HEIGHT,BOLT_SIZE,ORDER_TYPE,NUMBER_OF_COLORS,STORAGE_TYPE,Source
6140-02,AGA,TOMATO,Fabric,,,60,36,,,AGA 6140-02 (TOMATO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6340-02,AGA,TOMATO,Fabric,,,60,36,,,AGA 6340-02 (TOMATO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6345-02,AGA REVERSE,TOMATO,Fabric,,,60,36,,,AGA REVERSE 6345-02 (TOMATO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
3085-04,JAVA PETITE,TOMATO,Fabric,,,60,36,,,JAVA PETITE 3085-04 (TOMATO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC811-07,ARUBA II,Tobacco,Fabric,,,60,36,,,Aruba II AC811-07 (Tobacco),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306105F,Adras,Jungle Green,Fabric,,,60,36,,,Adras 306105F (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6340-06,AGA,Jungle Green,Fabric,,,60,36,,,AGA 6340-06 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7610-07,ANDROS BATIK,Jungle Green,Fabric,,,60,36,,,ANDROS BATIK 7610-07 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7610-07TLC,ANDROS BATIK,Jungle Green,Fabric,,,60,36,,,ANDROS BATIK 7610-07TLC (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7230-03,AQUA II,Jungle Green,Fabric,,,60,36,,,AQUA II 7230-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7240-03,AQUA IV,Jungle Green,Fabric,,,60,36,,,AQUA IV 7240-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC811-05,ARUBA II,Jungle Green,Fabric,,,60,36,,,Aruba II AC811-05 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC200-05,Kells II,MAGENTA ORANGE,Fabric,,,60,36,,,Kells II AC200-05 (Magenta Orange),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2100-01,Conga Line,Magenta Ochre,Fabric,,,60,36,,,Conga Line 2100-01 (Magenta Ochre),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306580F-01,Ikat Stripe,Magenta Ochre,Fabric,,,60,36,,,Ikat Stripe 306580F-01 (Magenta Ochre),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
302835S,Kazak,Brown Pink,Fabric,,,60,36,,,Kazak 302835S (Brown Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306112F,Adras,Black,Fabric,,,60,36,,,Adras 306112F (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC950-10,Zig Zag Multi Color,Turquoise Yellow,Fabric,,,60,36,,,Zig Zag Multi Color AC950-10 (Turquoise Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6340-12,AGA,TAXICAB YELLOW,Fabric,,,60,36,,,AGA 6340-12 (TAXICAB YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7930-09,DAISY BLOTCH,SUN YELLOW,Fabric,,,60,36,,,DAISY BLOTCH 7930-09 (SUN YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6430T-06,NEW BATIK,NEW JUNGLE NEW BROWN,Fabric,,,60,36,,,NEW BATIK 6430T-06 (NEW JUNGLE NEW BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306049F,Malaya,New Green,Fabric,,,60,36,,,Malaya 306049F (New Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2330W-10,SAN MARCO,New Green,Fabric,,,60,36,,,SAN MARCO 2330W-10 (NEW GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2330-50,SAN MARCO,NEW CELADON,Fabric,,,60,36,,,SAN MARCO 2330-50 (NEW CELADON),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6620-07,JAVA GRANDE,NEW BROWN,Fabric,,,60,36,,,JAVA GRANDE 6620-07 (NEW BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
4010-38,JAVA JAVA,NEW BROWN,Fabric,,,60,36,,,JAVA JAVA 4010-38 (NEW BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306052F,Malaya,NEW BROWN,Fabric,,,60,36,,,Malaya 306052F (New Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC809-10,Meloire Reverse,NEW BROWN,Fabric,,,60,36,,,Meloire Reverse AC809-10 (New Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC209-02,Soho,Camel II Brown,Fabric,,,60,36,,,Soho AC209-02 (Camel II Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8250-08,BARBADOS BATIK,BROWN TAN,Fabric,,,60,36,,,BARBADOS BATIK 8250-08 (BROWN TAN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6345-14,AGA REVERSE,Pistachio,Fabric,,,60,36,,,AGA REVERSE 6345-14 (PISTACHIO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
301981F,Paradise Background,Pistachio,Fabric,,,60,36,,,Paradise Background 301981F (Pistachio),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2210LC-03,CECIL,Jungle Green,Fabric,,,60,36,,,CECIL 2210LC-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7930-11,DAISY BLOTCH,Jungle Green,Fabric,,,60,36,,,DAISY BLOTCH 7930-11 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC104-32,Deauville,Jungle Green,Fabric,,,60,36,,,Deauville AC104-32 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC101-37,Ferns Uni,Jungle Green,Fabric,,,60,36,,,Ferns Uni AC101-37 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2490-06,FIORENTINA,Jungle Green,Fabric,,,60,36,,,FIORENTINA 2490-06 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8230-06,Florals,Jungle Green,Fabric,,,60,36,,,Florals 8230-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306186F,Happy Garden Background,Jungle Green,Fabric,,,60,36,,,Happy Garden Background 306186F (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
3085-03,JAVA PETITE,Jungle Green,Fabric,,,60,36,,,JAVA PETITE 3085-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC115-03,Juan Les Pins,Jungle Green,Fabric,,,60,36,,,Juan Les Pins AC115-03 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
302747F,Lane Stripe,Jungle Green,Fabric,,,60,36,,,Lane Stripe 302747F (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7230-05,AQUA II,RUST,Fabric,,,60,36,,,AQUA II 7230-05 (RUST),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306700F-09,Chantilly Stripe,Black,Fabric,,,60,36,,,Chantilly Stripe 306700F-09 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6950-19,Chapelle Stripe,Black,Fabric,,,60,36,,,Chapelle Stripe 6950-19 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2220-39,EDO,Black,Fabric,,,60,36,,,EDO 2220-39 (BLACK),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8230-10,Florals,Black,Fabric,,,60,36,,,Florals 8230-10 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC950-09,Zig Zag Multi Color,Lime Yellow,Fabric,,,60,36,,,Zig Zag Multi Color AC950-09 (Lime Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6950-04,Chapelle Stripe,Langdon Yellow,Fabric,,,60,36,,,Chapelle Stripe 6950-04 (Langdon Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC855-07,Safari,Medium Gray,Fabric,,,60,36,,,Safari AC855-07 (Medium Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC850-07,Safari Embroidery,Medium Gray,Fabric,,,60,36,,,Safari Embroidery AC850-07 (Medium Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6620-09,JAVA GRANDE,TAN,Fabric,,,60,36,,,JAVA GRANDE 6620-09 (TAN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2525R-06,MAZE REV 1 COLOR,SPRING GREEN,Fabric,,,60,36,,,MAZE REV 1 COLOR 2525R-06 (SPRING GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC950-05,Zig Zag Multi Color,NEW BLUE NEW BROWN,Fabric,,,60,36,,,Zig Zag Multi Color AC950-05 (New Blue New Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306110F,Adras,Brown,Fabric,,,60,36,,,Adras 306110F (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6340-09,AGA,Brown,Fabric,,,60,36,,,AGA 6340-09 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6345-09,AGA REVERSE,Brown,Fabric,,,60,36,,,AGA REVERSE 6345-09 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2330C-CSTPTLC,SAN MARCO,CST PISTACHIO,Fabric,,,60,36,,,SAN MARCO 2330C-CSTPTLC (CST PISTACHIO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC850-10,Safari Embroidery,Coco,Fabric,,,60,36,,,Safari Embroidery AC850-10 (Coco),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC206-32,Melinda,AVOCADO,Fabric,,,60,36,,,Melinda AC206-32 (Avocado),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC204-32,Lascaux,Avacado,Fabric,,,60,36,,,Lascaux AC204-32 (Avacado),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2110-28,Nairobi,Jungle Green,Fabric,,,60,36,,,Nairobi 2110-28 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6650-03,OBI II,Jungle Green,Fabric,,,60,36,,,OBI II 6650-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8300-06,PEACOCK BACKGROUND BATIK,Jungle Green,Fabric,,,60,36,,,PEACOCK BACKGROUND BATIK 8300-06 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC804B-06,Potalla Background,Jungle Green,Fabric,,,60,36,,,Potalla Background AC804B-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC804L-32,POTALLA OUTLINE,Jungle Green,Fabric,,,60,36,,,Potalla Outline AC804L-32 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC855-06,Safari,Jungle Green,Fabric,,,60,36,,,Safari AC855-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC850-06,Safari Embroidery,Jungle Green,Fabric,,,60,36,,,Safari Embroidery AC850-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC107-32,Sahara,Jungle Green,Fabric,,,60,36,,,Sahara AC107-32 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC209-12,Soho,Jungle Green,Fabric,,,60,36,,,Soho AC209-12 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6170-13,ZIGGURAT,Jungle Green,Fabric,,,60,36,,,ZIGGURAT 6170-13 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC950-06,Zig Zag Multi Color,LAVENDER PURPLE,Fabric,,,60,36,,,Zig Zag Multi Color AC950-06 (Lavender Purple),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC209-04,Soho,Jungle Green Orange,Fabric,,,60,36,,,Soho AC209-04 (Jungle Green Orange),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8250-04,BARBADOS BATIK,JUNGLE GREEN LIME,Fabric,,,60,36,,,BARBADOS BATIK 8250-04 (JUNGLE GREEN LIME),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC204-21,Lascaux,Black,Fabric,,,60,36,,,Lascaux AC204-21 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC204-39,Lascaux,Black,Fabric,,,60,36,,,Lascaux AC204-39 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306053F,Malaya,Black,Fabric,,,60,36,,,Malaya 306053F (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC206-39,Melinda,Black,Fabric,,,60,36,,,Melinda AC206-39 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC809-39,Meloire Reverse,Black,Fabric,,,60,36,,,Meloire Reverse AC809-39 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2220-04,EDO,Camel,Fabric,,,60,36,,,EDO 2220-04 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
304210F-01,FERN CLIFF,Camel,Fabric,,,60,36,,,Fern Cliff 304210F-01 (Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
306181F,Happy Garden Background,Camel,Fabric,,,60,36,,,Happy Garden Background 306181F (Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC120T-11,Laurel Reverse,Camel,Fabric,,,60,36,,,Laurel Reverse AC120T-11 (Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8030L-14,MALAY FLORAL,Camel,Fabric,,,60,36,,,MALAY FLORAL 8030L-14 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6650-02,OBI II,Camel,Fabric,,,60,36,,,OBI II 6650-02 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
307210F-01,PALM ONE,Camel,Fabric,,,60,36,,,PALM ONE 307210F-01 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6640W-02,Hulai Batik,Green Yellow,Fabric,,,60,36,,,Hulai Batik 6640W-02 (Green Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2490W-09,FIORENTINA,DARK YELLOW,Fabric,,,60,36,,,FIORENTINA 2490W-09 (DARK YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
302830C-02,Kazak,Coral New Yellow,Fabric,,,60,36,,,Kazak 302830C-02 (Coral New Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC200-01WLC,Kells II,Magenta Sky,Fabric,,,60,36,,,Kells II AC200-01WLC (Magenta Sky),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6430-02,NEW BATIK,MAGENTA NEW NAVY,Fabric,,,60,36,,,NEW BATIK 6430-02 (MAGENTA NEW NAVY),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8030L-08,MALAY FLORAL,MOOUNT DESERT GREEN,Fabric,,,60,36,,,MALAY FLORAL 8030L-08 (MOOUNT DESERT GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC855-01,Safari,Melon,Fabric,,,60,36,,,Safari AC855-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC850-01,Safari Embroidery,Melon,Fabric,,,60,36,,,Safari Embroidery AC850-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7230-06,AQUA II,Brown,Fabric,,,60,36,,,AQUA II 7230-06 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6040-03,Bangalore Paisley,Brown,Fabric,,,60,36,,,Bangalore Paisley 6040-03 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC403-16,CRISS CROSS,Brown,Fabric,,,60,36,,,Criss Cross AC403-16 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7930-18,DAISY BLOTCH,Brown,Fabric,,,60,36,,,DAISY BLOTCH 7930-18 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2220-06,EDO,Brown,Fabric,,,60,36,,,EDO 2220-06 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC101-32,Ferns Uni,Brown,Fabric,,,60,36,,,Ferns Uni AC101-32 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
302529F,Hingham Plaid,Brown,Fabric,,,60,36,,,Hingham Plaid 302529F (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7140-07,HMONG BATIK,Brown,Fabric,,,60,36,,,HMONG BATIK 7140-07 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
4010-16,JAVA JAVA,Brown,Fabric,,,60,36,,,JAVA JAVA 4010-16 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
3085-16,JAVA PETITE,Brown,Fabric,,,60,36,,,JAVA PETITE 3085-16 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6345-03,AGA REV,SHRIMP,Fabric,,,60,36,,,AGA REV 6345-03 (SHRIMP),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC403-17,CRISS CROSS,SHRIMP,Fabric,,,60,36,,,Criss Cross AC403-17 (Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2525R-01,MAZE REV 1 COLOR,TURQ,Fabric,,,60,36,,,MAZE REV 1 COLOR 2525R-01 (TURQ),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
8300-01,PEACOCK BACKGROUND BATIK,TURQ,Fabric,,,60,36,,,PEACOCK BACKGROUND BATIK 8300-01 (TURQ),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
7630-60,SUNNYJIM ALLOVER TWO COLOR,MULTI TURQ,Fabric,,,60,36,,,SUNNYJIM ALLOVER TWO COLOR 7630-60 (MULTI TURQ),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC209-05,Soho,Inca Gold Orange,Fabric,,,60,36,,,Soho AC209-05 (Inca Gold Orange),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
DK1070F-07,Panama II,Icy Blue,Fabric,,,60,36,,,Panama II DK1070F-07 (Icy Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2490-14,FIORENTINA,Greige,Fabric,,,60,36,,,FIORENTINA 2490-14 (GREIGE),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
DK1090F-06,Clark,Sea Grape Green,Fabric,,,60,36,,,Clark DK1090F-06 (Sea Grape Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
6040-04,Bangalore Paisley,NEW SHRIMP,Fabric,,,60,36,,,Bangalore Paisley 6040-04 (New Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC104-34,Deauville,NEW SHRIMP,Fabric,,,60,36,,,Deauville AC104-34 (New Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
2220-09,EDO,NEW SHRIMP,Fabric,,,60,36,,,EDO 2220-09 (NEW SHRIMP),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC101-34,Ferns Uni,NEW SHRIMP,Fabric,,,60,36,,,Ferns Uni AC101-34 (New Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
AC950-07,Zig Zag Multi Color,Aqua Lime Turq,Fabric,,,60,36,,,Zig Zag Multi Color AC950-07 (Aqua Lime Turq),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,2,Fabric,LIFT
