ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,PRINTED_WIDTH,PRINTED_HEIGHT,CORRECT_AMOUNT_PRINTED,Source Data,STORAGE_TYPE,CUT_OPTION,Product Type,Type Yards vs Fees,Memo Yield,Yield,Material if Blank,Schu Grounds,Schu Ground Yards,Category Customer MTO,Single Kit Order Number,All Kit Order Number,Kitted Vs NOT Kitted,Single Ground Price,Kit Ground Price,Price NO Kitting,Kit Ordered Income,Qty Wasted,WIP,New Goods,Single Held to Invoice,Holding to Invoice,Number of Colors,Yards Written Rounded,Ground Direct No Print,Division,Order-Line,New Goods Flag,Machine Name,Single Yard Order Status,Yard Order Status
52404,,China Seas,,52404,SI-52404,5/23/2022,6/6/2022,,,6/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52404-,,,,Invoiced
52429,,China Seas,,52429,SI-52429,5/25/2022,6/8/2022,,,6/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52429-,,,,Invoiced
52435,,China Seas,,52435,SI-52435,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52435-,,,,Invoiced
52438,,Quadrille Inc.,,52438,SI-52438,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52438-,,,,Invoiced
52442,,China Seas,,52442,SI-52442,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52442-,,,,Invoiced
52443,,China Seas,,52443,SI-52443,5/26/2022,6/9/2022,,,6/9/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52443-,,,,Invoiced
52453,,Quadrille Inc.,,52453,SI-52453,5/27/2022,6/10/2022,,,6/10/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52453-,,,,Invoiced
52474,,China Seas,,52474,SI-52474,5/30/2022,6/13/2022,,,6/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52474-,,,,Invoiced
52476,,China Seas,,52476,SI-52476,5/30/2022,6/13/2022,,,6/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52476-,,,,Invoiced
52483,,China Seas,,52483,SI-52483,5/31/2022,6/14/2022,,,6/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52483-,,,,Invoiced
52484,,China Seas,,52484,SI-52484,5/31/2022,6/14/2022,,,6/14/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52484-,,,,Invoiced
52494,,Quadrille Inc.,,52494,SI-52494,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52494-,,,,Invoiced
52496,,China Seas,,52496,SI-52496,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52496-,,,,Invoiced
52498,,China Seas,,52498,SI-52498,6/1/2022,6/15/2022,,,6/15/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52498-,,,,Invoiced
52507,,Quadrille Inc.,,52507,SI-52507,6/2/2022,6/16/2022,,,6/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52507-,,,,Invoiced
52511,,China Seas,,52511,SI-52511,6/2/2022,6/16/2022,,,6/16/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52511-,,,,Invoiced
52522,,China Seas,,52522,SI-52522,6/3/2022,6/17/2022,,,6/17/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52522-,,,,Invoiced
52535,,China Seas,,52535,SI-52535,6/6/2022,6/20/2022,,,6/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52535-,,,,Invoiced
52536,,China Seas,,52536,SI-52536,6/6/2022,6/20/2022,,,6/20/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52536-,,,,Invoiced
52576,,Quadrille Inc.,,52576,SI-52576,6/9/2022,6/23/2022,,,6/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52576-,,,,Invoiced
52579,,China Seas,,52579,SI-52579,6/9/2022,6/23/2022,,,6/23/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52579-,,,,Invoiced
52592,,China Seas,,52592,SI-52592,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52592-,,,,Invoiced
52594,,China Seas,,52594,SI-52594,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52594-,,,,Invoiced
52601,,Quadrille Inc.,,52601,SI-52601,6/10/2022,6/24/2022,,,6/24/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52601-,,,,Invoiced
52617,,China Seas,,52617,SI-52617,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52617-,,,,Invoiced
52618,,China Seas,,52618,SI-52618,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52618-,,,,Invoiced
52620,,China Seas,,52620,SI-52620,6/14/2022,6/28/2022,,,6/28/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52620-,,,,Invoiced
52627,,Quadrille Inc.,,52627,SI-52627,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52627-,,,,Invoiced
52628,,China Seas,,52628,SI-52628,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52628-,,,,Invoiced
52629,,China Seas,,52629,SI-52629,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52629-,,,,Invoiced
52631,,China Seas,,52631,SI-52631,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52631-,,,,Invoiced
52638,,China Seas,,52638,SI-52638,6/15/2022,6/29/2022,,,6/29/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52638-,,,,Invoiced
52640,,Quadrille Inc.,,52640,SI-52640,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52640-,,,,Invoiced
52641,,Quadrille Inc.,,52641,SI-52641,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52641-,,,,Invoiced
52644,,China Seas,,52644,SI-52644,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52644-,,,,Invoiced
52646,,Quadrille Inc.,,52646,SI-52646,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52646-,,,,Invoiced
52649,,China Seas,,52649,SI-52649,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52649-,,,,Invoiced
52651,,China Seas,,52651,SI-52651,6/16/2022,6/30/2022,,,6/30/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52651-,,,,Invoiced
52661,,China Seas,,52661,SI-52661,6/17/2022,7/1/2022,,,7/1/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52661-,,,,Invoiced
52678,,Quadrille Inc.,,52678,SI-52678,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52678-,,,,Invoiced
52680,,Quadrille Inc.,,52680,SI-52680,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52680-,,,,Invoiced
52682,,China Seas,,52682,SI-52682,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52682-,,,,Invoiced
52684,,China Seas,,52684,SI-52684,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52684-,,,,Invoiced
52685,,China Seas,,52685,SI-52685,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52685-,,,,Invoiced
52686,,China Seas,,52686,SI-52686,6/22/2022,7/6/2022,,,7/6/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52686-,,,,Invoiced
52691,,Quadrille Inc.,,52691,SI-52691,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52691-,,,,Invoiced
52692,,China Seas,,52692,SI-52692,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52692-,,,,Invoiced
52693,,China Seas,,52693,SI-52693,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52693-,,,,Invoiced
52699,,China Seas,,52699,SI-52699,6/23/2022,7/7/2022,,,7/7/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52699-,,,,Invoiced
52710,,China Seas,,52710,SI-52710,6/24/2022,7/8/2022,,,7/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52710-,,,,Invoiced
52711,,China Seas,,52711,SI-52711,6/24/2022,7/8/2022,,,7/8/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52711-,,,,Invoiced
52717,,Quadrille Inc.,,52717,SI-52717,6/27/2022,7/11/2022,,,7/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52717-,,,,Invoiced
52719,,Quadrille Inc.,,52719,SI-52719,6/27/2022,7/11/2022,,,7/11/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52719-,,,,Invoiced
52731,,Quadrille Inc.,,52731,SI-52731,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52731-,,,,Invoiced
52732,,Quadrille Inc.,,52732,SI-52732,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52732-,,,,Invoiced
52734,,China Seas,,52734,SI-52734,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52734-,,,,Invoiced
52735,,China Seas,,52735,SI-52735,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52735-,,,,Invoiced
52736,,China Seas,,52736,SI-52736,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52736-,,,,Invoiced
52737,,China Seas,,52737,SI-52737,6/28/2022,7/12/2022,,,7/12/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52737-,,,,Invoiced
52749,,China Seas,,52749,SI-52749,6/29/2022,7/13/2022,,,7/13/2022,TubesP,Fabric Shipping Tubes,,Invoiced,Approved,1,1,,,1,2.95,2.95,,,2.95,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Shipping Fees,Fees,,1,"	--> Select Material",,,Shipping Fees,,,NOT Kitted,0,0,2.95,0,0,DONE,Other,WIP,DONE,,1,0,Screen Print,52749-,,,,Invoiced
