ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,PRINTED_WIDTH,PRINTED_HEIGHT,CORRECT_AMOUNT_PRINTED,Source Data,STORAGE_TYPE,CUT_OPTION,Product Type,Type Yards vs Fees,Memo Yield,Yield,Material if Blank,Schu Grounds,Schu Ground Yards,Category Customer MTO,Single Kit Order Number,All Kit Order Number,Kitted Vs NOT Kitted,Single Ground Price,Kit Ground Price,Price NO Kitting,Kit Ordered Income,Qty Wasted,WIP,New Goods,Single Held to Invoice,Holding to Invoice,Number of Colors,Yards Written Rounded,Ground Direct No Print,Division,Order-Line,New Goods Flag,Machine Name,Single Yard Order Status,Yard Order Status
53097,,"Peter Fasano Ltd, LLC",,53097,SI-53097,8/8/2022,8/22/2022,,,8/22/2022,VKB30A1,VRIKSA BLOCK-FABRIC OUTDOOR(LAGOON/OYST),,Invoiced,Approved,24,24,,,24,20,480,,,480,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53097-,,,Invoiced,Invoiced
53103,,"Peter Fasano Ltd, LLC",,53103,SI-53103,8/9/2022,8/23/2022,,,8/23/2022,SBU38,SAMBURU - FABRIC (CARROT),,Invoiced,Approved,73,73,,,73,19,1387,,,1387,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,,73,0,Screen Print,53103-,,,Invoiced,Invoiced
53104,,"Peter Fasano Ltd, LLC",,53104,SI-53104,8/9/2022,8/23/2022,,,8/23/2022,INV20P,INVERNESS - FABRIC (MESA),,Invoiced,Approved,24,24,,,24,23,552,,,552,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,23,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53104-,,,Invoiced,Invoiced
53105,,"Peter Fasano Ltd, LLC",,53105,SI-53105,8/9/2022,8/23/2022,,,8/23/2022,SD27,SPATTER DASH - FABRIOC (SONIC BLUE),,Invoiced,Approved,48,48,,,48,22.5,1080,,,1080,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,22.5,0,0,DONE,Other,DONE,DONE,,48,0,Screen Print,53105-,,,Invoiced,Invoiced
53106,,"Peter Fasano Ltd, LLC",,53106,SI-53106,8/9/2022,8/23/2022,,,8/23/2022,LPD27P,LEOPARDO - FABRIC (SONIC BLUE),,Invoiced,Approved,48,48,,,48,20.25,972,,,972,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.25,0,0,DONE,Other,DONE,DONE,,48,0,Screen Print,53106-,,,Invoiced,Invoiced
53107,,"Peter Fasano Ltd, LLC",,53107,SI-53107,8/9/2022,8/23/2022,,,8/23/2022,CP1006303P,CAMPBELL - FABRIC (HYDRANGEA/HEMP),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53107-,,,Invoiced,Invoiced
53117,,"Peter Fasano Ltd, LLC",,53117,SI-53117,8/10/2022,8/24/2022,,,8/24/2022,LPD13P,LEOPARDO - FABRIC (WEDGEWOOD),,Invoiced,Approved,48,48,,,48,20.25,972,,,972,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.25,0,0,DONE,Other,DONE,DONE,,48,0,Screen Print,53117-,,,Invoiced,Invoiced
53121,,"Peter Fasano Ltd, LLC",,53121,SI-53121,8/11/2022,8/25/2022,,,8/25/2022,LMA75,LUMA - N (BOHO),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53121-,,,Invoiced,Invoiced
53125,,"Peter Fasano Ltd, LLC",,53125,SI-53125,8/11/2022,8/25/2022,,,8/25/2022,SRG6,SERENGETI - FABRIC (BALLET),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53125-,,,Invoiced,Invoiced
53130,,"Peter Fasano Ltd, LLC",,53130,SI-53130,8/11/2022,8/25/2022,,,8/25/2022,LB14A1,LIBBY'S STRIPE - ABRIC OUTDOOR(CAPRI BL),,Invoiced,Approved,58,58,,,58,23.5,1363,,,1363,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,23.5,0,0,DONE,Other,DONE,DONE,,58,0,Screen Print,53130-,,,Invoiced,Invoiced
53131,,"Peter Fasano Ltd, LLC",,53131,SI-53131,8/11/2022,8/25/2022,,,8/25/2022,INV12P,INVERNESS - FABRIC (NOCTURNE),,Invoiced,Approved,71,71,,,71,22,1562,,,1562,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,22,0,0,DONE,Other,DONE,DONE,,71,0,Screen Print,53131-,,,Invoiced,Invoiced
53132,,"Peter Fasano Ltd, LLC",,53132,SI-53132,8/11/2022,8/25/2022,,,8/25/2022,BNA51P,BINA - FABRIC (OTTER/SAND),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53132-,,,Invoiced,Invoiced
53133,,"Peter Fasano Ltd, LLC",,53133,SI-53133,8/11/2022,8/25/2022,,,8/25/2022,MG1010208,MARGI - FABRIC (SLATE GREEN/TAUPE),,Invoiced,Approved,24,24,,,24,20,480,,,480,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53133-,,,Invoiced,Invoiced
53134,,"Peter Fasano Ltd, LLC",,53134,SI-53134,8/11/2022,8/25/2022,,,8/25/2022,LMA73,LUMA - N (BLUEBERRY),,Invoiced,Approved,24,24,,,24,23,552,,,552,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,23,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53134-,,,Invoiced,Invoiced
53135,,"Peter Fasano Ltd, LLC",,53135,SI-53135,8/11/2022,8/25/2022,,,8/25/2022,LA5P,LAUNDERED LINEN - FABRIC (PEONY),,Invoiced,Approved,25,25,,,25,20,500,,,500,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20,0,0,DONE,Other,DONE,DONE,,25,0,Screen Print,53135-,,,Invoiced,Invoiced
53136,,"Peter Fasano Ltd, LLC",,53136,SI-53136,8/11/2022,8/25/2022,,,8/25/2022,HLV6P,HILLEVI - FABRIC (BLUE),,Invoiced,Approved,15,15,,,15,20.75,311.25,,,311.25,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,15,0,Screen Print,53136-,,,Invoiced,Invoiced
53144,,"Peter Fasano Ltd, LLC",,53144,SI-53144,8/12/2022,8/26/2022,,,8/26/2022,STR51,SINTRA - FABRIC (OTTER/SAND),,Invoiced,Approved,25,25,,,25,21.5,537.5,,,537.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,21.5,0,0,DONE,Other,DONE,DONE,,25,0,Screen Print,53144-,,,Invoiced,Invoiced
53145,,"Peter Fasano Ltd, LLC",,53145,SI-53145,8/12/2022,8/26/2022,,,8/26/2022,SC17,SCONSET - FABRIC (PLUM),,Invoiced,Approved,23,23,,,23,23,529,,,529,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,23,0,0,DONE,Other,DONE,DONE,,23,0,Screen Print,53145-,,,Invoiced,Invoiced
53146,,"Peter Fasano Ltd, LLC",,53146,SI-53146,8/12/2022,8/26/2022,,,8/26/2022,ADL1P,ARDLEY - FABRIC (PINK/ROSE),,Invoiced,Approved,24,24,,,24,26,624,,,624,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,26,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53146-,,,Invoiced,Invoiced
53147,,"Peter Fasano Ltd, LLC",,53147,SI-53147,8/12/2022,8/26/2022,,,8/26/2022,KOR5P,KORI - FABRIC (RED),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,FASANO PUNTO,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,2,24,0,Screen Print,53147-,,,Invoiced,Invoiced
53150,,"Peter Fasano Ltd, LLC",,53150,SI-53150,8/12/2022,8/26/2022,,,8/26/2022,RAV61,RAVI - FABRIC (PAPRIKA/SAND),,Invoiced,Approved,14,14,,,14,20.75,290.5,,,290.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,14,0,Screen Print,53150-,,,Invoiced,Invoiced
53210,,"Peter Fasano Ltd, LLC",,53210,SI-53210,8/19/2022,9/2/2022,,,9/2/2022,DAR3,DARTA - FABRIC (PLUM),,Invoiced,Approved,48,48,,,48,20.75,996,,,996,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,48,0,Screen Print,53210-,,,Invoiced,Invoiced
53214,,"Peter Fasano Ltd, LLC",,53214,SI-53214,8/19/2022,9/2/2022,,,9/2/2022,SFY67,SAFIYE - FABRIC (NIMBUS),,Invoiced,Approved,75,75,,,75,20.5,1537.5,,,1537.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.5,0,0,DONE,Other,DONE,DONE,,75,0,Screen Print,53214-,,,Invoiced,Invoiced
53216,,"Peter Fasano Ltd, LLC",,53216,SI-53216,8/19/2022,9/2/2022,,,9/2/2022,BNA40P,BINA - FABRIC (CAMEL/OYSTER),,Invoiced,Approved,72,72,,,72,19,1368,,,1368,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,,72,0,Screen Print,53216-,,,Invoiced,Invoiced
53224,,"Peter Fasano Ltd, LLC",,53224,SI-53224,8/23/2022,9/6/2022,,,9/6/2022,INV2P,INVERNESS - FABRIC (ADMIRAL BLUE),,Invoiced,Approved,50,50,,,50,22.5,1125,,,1125,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,22.5,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53224-,,,Invoiced,Invoiced
53225,,"Peter Fasano Ltd, LLC",,53225,SI-53225,8/23/2022,9/6/2022,,,9/6/2022,SRP5,SARPA - FABRIC (TOFFEE),,Invoiced,Approved,50,50,,,50,19.5,975,,,975,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,19.5,0,0,DONE,Other,DONE,DONE,1,50,0,Screen Print,53225-,,,Invoiced,Invoiced
53232,,"Peter Fasano Ltd, LLC",,53232,SI-53232,8/24/2022,9/7/2022,,,9/7/2022,CST1A1P,CELESTINE - FABRIC OUTDOOR (WEDGEWOOD),,Invoiced,Approved,12,12,,,12,20.75,249,,,249,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,12,0,Screen Print,53232-,,,Invoiced,Invoiced
53233,,"Peter Fasano Ltd, LLC",,53233,SI-53233,8/24/2022,9/7/2022,,,9/7/2022,TAL4,TALIA - FABRIC (CAPRI BLUE),,Invoiced,Approved,11,11,,,11,20.75,228.25,,,228.25,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,11,0,Screen Print,53233-,,,Invoiced,Invoiced
53247,,"Peter Fasano Ltd, LLC",,53247,SI-53247,8/25/2022,9/8/2022,,,9/8/2022,KLM6P,KALIMBA - FABRIC (GENETIAN),,Invoiced,Approved,24,24,,,24,20,480,,,480,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53247-,,,Invoiced,Invoiced
53251,,"Peter Fasano Ltd, LLC",,53251,SI-53251,8/26/2022,9/9/2022,,,9/9/2022,LB10,LIBBY'S STRIPE - FABRIC (SPRUCE),,Invoiced,Approved,60,60,,,60,22,1320,,,1320,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,22,0,0,DONE,Other,DONE,DONE,5,60,0,Screen Print,53251-,,,Invoiced,Invoiced
53253,,"Peter Fasano Ltd, LLC",,53253,SI-53253,8/26/2022,9/9/2022,,,9/9/2022,PSA6,PASHA - FABRC (BALLET),,Invoiced,Approved,48,48,,,48,20.25,972,,,972,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.25,0,0,DONE,Other,DONE,DONE,,48,0,Screen Print,53253-,,,Invoiced,Invoiced
53254,,"Peter Fasano Ltd, LLC",,53254,SI-53254,8/26/2022,9/9/2022,,,9/9/2022,LYR17P,LABYRINTH - FABRIC (AMETHYST),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53254-,,,Invoiced,Invoiced
53259,,"Peter Fasano Ltd, LLC",,53259,SI-53259,8/26/2022,9/9/2022,,,9/9/2022,LYR13P,LABYRINTH - FABRC (SKYLIGHT),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53259-,,,Invoiced,Invoiced
53269,,"Peter Fasano Ltd, LLC",,53269,SI-53269,8/29/2022,9/12/2022,,,9/12/2022,SBU18,SAMBURU - FABRIC (MISCHEIF),,Invoiced,Approved,24,24,,,24,19.25,462,,,462,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,19.25,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53269-,,,Invoiced,Invoiced
53270,,"Peter Fasano Ltd, LLC",,53270,SI-53270,8/29/2022,9/12/2022,,,9/12/2022,STRIKEWALLP,Strike Off Wall Paper,,Invoiced,Approved,2,2,,,2,110,220,,,220,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Strike-off,Yards,,1,"	--> Select Material",,,Strike-off,,,NOT Kitted,0,0,110,0,0,DONE,Other,DONE,DONE,,2,0,Screen Print,53270-,,,Invoiced,Invoiced
53271,,"Peter Fasano Ltd, LLC",,53271,SI-53271,8/29/2022,9/12/2022,,,9/12/2022,CTW4P,CHATSWORTH - FABRIC (SORBET),,Invoiced,Approved,50,50,,,50,34.5,1725,,,1725,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,34.5,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53271-,,,Invoiced,Invoiced
53272,,"Peter Fasano Ltd, LLC",,53272,SI-53272,8/29/2022,9/12/2022,,,9/12/2022,SEA-02,SEAHAVEN - FABRIC (FRENCH BLUE),,Invoiced,Approved,50,50,,,50,10,500,,,500,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,10,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53272-,,,Invoiced,Invoiced
53317,,"Peter Fasano Ltd, LLC",,53317,SI-53317,9/2/2022,9/16/2022,,,9/16/2022,SBU17,SAMBURU - (AMETHYST),,Invoiced,Approved,16,16,,,16,20.75,332,,,332,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,2,16,0,Screen Print,53317-,,,Invoiced,Invoiced
53329,,"Peter Fasano Ltd, LLC",,53329,SI-53329,9/5/2022,9/19/2022,,,9/19/2022,61005,MEADOW - WALLPAPER (PEAT),,Invoiced,Approved,18,18,,,18,19,342,,,342,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,,18,0,Screen Print,53329-,,,Invoiced,Invoiced
53330,,"Peter Fasano Ltd, LLC",,53330,SI-53330,9/5/2022,9/19/2022,,,9/19/2022,CHP4P,CHESAPEAKE - FABRIC (POWDER),,Invoiced,Approved,47,47,,,47,19.5,916.5,,,916.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,19.5,0,0,DONE,Other,DONE,DONE,,47,0,Screen Print,53330-,,,Invoiced,Invoiced
53331,,"Peter Fasano Ltd, LLC",,53331,SI-53331,9/5/2022,9/19/2022,,,9/19/2022,SRP8,SARPA - FABRIC (CORN),,Invoiced,Approved,24,24,,,24,19,456,,,456,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53331-,,,Invoiced,Invoiced
53332,,"Peter Fasano Ltd, LLC",,53332,SI-53332,9/5/2022,9/19/2022,,,9/19/2022,SRP4,SARPA - FABRIC (RUST),,Invoiced,Approved,24,24,,,24,19,456,,,456,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,1,24,0,Screen Print,53332-,,,Invoiced,Invoiced
53333,,"Peter Fasano Ltd, LLC",,53333,SI-53333,9/5/2022,9/19/2022,,,9/19/2022,SRP6,SARPA - FABRIC (MALT),,Invoiced,Approved,50,50,,,50,19,950,,,950,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,Peter Fasano Ground,,,Fabric,,,NOT Kitted,0,0,19,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53333-,,,Invoiced,Invoiced
53346,,"Peter Fasano Ltd, LLC",,53346,SI-53346,9/6/2022,9/20/2022,,,9/20/2022,SD22,SPATTER DASH - FABRIC (MIDNIGHT/SMOKE),,Invoiced,Approved,24,24,,,24,20.5,492,,,492,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.5,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53346-,,,Invoiced,Invoiced
53347,,"Peter Fasano Ltd, LLC",,53347,SI-53347,9/6/2022,9/20/2022,,,9/20/2022,TUL37,TULSI  (FABRIC) LAGOON LT. BLUE/OYSTER,,Invoiced,Approved,69,69,,,69,18.1,1248.9,,,1248.9,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,18.1,0,0,DONE,Other,DONE,DONE,,69,0,Screen Print,53347-,,,Invoiced,Invoiced
53362,,"Peter Fasano Ltd, LLC",,53362,SI-53362,9/7/2022,9/21/2022,,,9/21/2022,DAR5,DARTA - FABRIC (TOFFEE),,Invoiced,Approved,24,24,,,24,20.75,498,,,498,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53362-,,,Invoiced,Invoiced
53363,,"Peter Fasano Ltd, LLC",,53363,SI-53363,9/7/2022,9/21/2022,,,9/21/2022,CP1006320P,KEY BISCAYNE - FABRIC (CHOCOLATE/HEMP),,Invoiced,Approved,14,14,,,14,20.75,290.5,,,290.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,14,0,Screen Print,53363-,,,Invoiced,Invoiced
53364,,"Peter Fasano Ltd, LLC",,53364,SI-53364,9/7/2022,9/21/2022,,,9/21/2022,CP1006316P,CAMPBELL - FABRIC (HARVEST/HEMP),,Invoiced,Approved,20,20,,,20,20.75,415,,,415,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,20,0,Screen Print,53364-,,,Invoiced,Invoiced
53372,,"Peter Fasano Ltd, LLC",,53372,SI-53372,9/8/2022,9/22/2022,,,9/22/2022,DW1009114RA1P,DOGWOOD - FABRIC OUTD. (DRAB),,Invoiced,Approved,15,15,,,15,21.5,322.5,,,322.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,21.5,0,0,DONE,Other,DONE,DONE,,15,0,Screen Print,53372-,,,Invoiced,Invoiced
53383,,"Peter Fasano Ltd, LLC",,53383,SI-53383,9/9/2022,9/23/2022,,,9/23/2022,CH1008116P,CHESAPEKE - FABRIC (HARVEST),,Invoiced,Approved,24,24,,,24,20,480,,,480,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,20,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53383-,,,Invoiced,Invoiced
53384,,"Peter Fasano Ltd, LLC",,53384,SI-53384,9/9/2022,9/23/2022,,,9/23/2022,PR1018177-C,PERSIA - FABRIC CUSTOM (TANGERINE),,Invoiced,Approved,73,73,,,73,25,1825,,,1825,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,25,0,0,DONE,Other,DONE,DONE,,73,0,Screen Print,53384-,,,Invoiced,Invoiced
53393,,"Peter Fasano Ltd, LLC",,53393,SI-53393,9/12/2022,9/26/2022,,,9/26/2022,PR1018175,PERSIA - FABRIC (OCEAN),,Invoiced,Approved,24,24,,,24,29,696,,,696,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,29,0,0,DONE,Other,DONE,DONE,,24,0,Screen Print,53393-,,,Invoiced,Invoiced
53394,,"Peter Fasano Ltd, LLC",,53394,SI-53394,9/12/2022,9/26/2022,,,9/26/2022,PR1018208,PERSIA - FABRIC (SLATE GREEN),,Invoiced,Approved,50,50,,,50,29,1450,,,1450,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,29,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53394-,,,Invoiced,Invoiced
53395,,"Peter Fasano Ltd, LLC",,53395,SI-53395,9/12/2022,9/26/2022,,,9/26/2022,BA6P,BASWA - FABRIC (BAMBOO),,Invoiced,Approved,75,75,,,75,20.25,1518.75,,,1518.75,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Paper,Yards,,1,"	--> Select Material",,,Paper,,,NOT Kitted,0,0,20.25,0,0,DONE,Other,DONE,DONE,,75,0,Screen Print,53395-,,,Invoiced,Invoiced
53412,,"Peter Fasano Ltd, LLC",,53412,SI-53412,9/13/2022,9/27/2022,,,9/27/2022,MSK5-C,MOSAIK - FABRIC (CUSTOM ORANGE),,Invoiced,Approved,15,15,,,15,20.75,311.25,,,311.25,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.75,0,0,DONE,Other,DONE,DONE,,15,0,Screen Print,53412-,,,Invoiced,Invoiced
53413,,"Peter Fasano Ltd, LLC",,53413,SI-53413,9/13/2022,9/27/2022,,,9/27/2022,JP4P,JAIPUR - FABRIC (PERSIMMON),,Invoiced,Approved,32,32,,,32,25.5,816,,,816,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,"	--> Select Material",,,Fabric,,,NOT Kitted,0,0,25.5,0,0,DONE,Other,DONE,DONE,,32,0,Screen Print,53413-,,,Invoiced,Invoiced
53417,,"Peter Fasano Ltd, LLC",,53417,SI-53417,9/14/2022,9/28/2022,,,9/28/2022,PSA1A1,PASHA - FABRIC OUTDOOR (DAFFODIL),,Invoiced,Approved,50,50,,,50,20.25,1012.5,,,1012.5,,,,,,,,,,,,,,Screen Print,,,,Everest,,,Fabric,Yards,,1,--> Select Material,,,Fabric,,,NOT Kitted,0,0,20.25,0,0,DONE,Other,DONE,DONE,,50,0,Screen Print,53417-,,,Invoiced,Invoiced
